All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,POST_IS_PREPOSITION
Lord,177,./markedupfiles/289.txt,1,177,False,5,100,2,1,True,False,False,100,False,False,True,False
Kinnock,178,./markedupfiles/289.txt,1,178,False,100,100,3,0,False,False,False,100,False,False,False,False
Wales,190,./markedupfiles/289.txt,1,190,False,100,100,2,2,False,False,False,100,True,False,False,False
Born,192,./markedupfiles/289.txt,1,192,False,100,100,4,0,False,False,False,100,True,False,False,False
Tredegar,196,./markedupfiles/289.txt,1,196,False,100,0,3,0,False,False,False,100,True,False,False,False
Lewis,206,./markedupfiles/289.txt,1,206,True,100,100,2,2,False,False,False,100,False,False,True,False
Boys,207,./markedupfiles/289.txt,1,207,False,100,100,3,1,False,False,False,100,False,False,True,False
School,208,./markedupfiles/289.txt,1,208,False,100,3,4,0,False,False,False,100,False,False,True,False
Pengam,211,./markedupfiles/289.txt,1,211,False,100,0,2,1,False,False,False,100,True,False,False,False
Eton,216,./markedupfiles/289.txt,1,216,False,4,100,1,0,False,False,False,100,False,False,False,False
Cardiff,225,./markedupfiles/289.txt,1,225,False,1,3,1,1,False,False,False,100,False,False,True,False
University,226,./markedupfiles/289.txt,1,226,False,2,2,2,0,False,False,False,100,False,False,True,False
Glenys,233,./markedupfiles/289.txt,1,233,True,4,100,3,0,False,False,False,100,False,False,False,False
Labour,236,./markedupfiles/289.txt,1,236,False,100,3,1,2,False,False,False,100,True,False,True,False
MEP,237,./markedupfiles/289.txt,1,237,False,100,2,2,1,False,False,False,100,True,False,True,False
Workers,247,./markedupfiles/289.txt,1,247,False,3,3,1,2,False,False,False,100,True,False,True,False
Educational,248,./markedupfiles/289.txt,1,248,False,4,2,2,1,False,False,False,100,True,False,True,False
Association,249,./markedupfiles/289.txt,1,249,False,5,1,3,0,False,False,False,100,False,False,True,False
Bedwellty,265,./markedupfiles/289.txt,1,265,False,100,100,1,100,False,False,False,100,False,False,False,False
Labour,280,./markedupfiles/289.txt,1,280,False,1,2,1,100,False,False,False,100,False,False,False,False
James,294,./markedupfiles/289.txt,1,294,False,2,100,1,3,False,False,False,100,True,False,True,False
Callaghans,295,./markedupfiles/289.txt,1,295,False,3,100,2,2,False,False,False,100,True,False,False,False
Labours,307,./markedupfiles/289.txt,1,307,False,100,100,1,2,False,False,False,100,True,False,False,False
Militant,322,./markedupfiles/289.txt,1,322,False,4,2,2,1,False,False,False,100,True,False,True,False
Tendency,323,./markedupfiles/289.txt,1,323,False,5,1,3,0,False,False,False,100,True,False,True,False
Margaret,347,./markedupfiles/289.txt,1,347,False,5,1,1,1,False,False,False,100,False,False,True,False
Thatcher,348,./markedupfiles/289.txt,1,348,False,100,0,2,0,False,False,False,100,False,False,False,False
John,365,./markedupfiles/289.txt,1,365,False,1,100,1,1,False,False,False,100,True,False,True,False
Major,366,./markedupfiles/289.txt,1,366,False,2,100,2,0,False,False,False,100,True,False,True,False
European,381,./markedupfiles/289.txt,1,381,False,1,100,2,1,False,False,False,100,False,False,False,False
Four,385,./markedupfiles/289.txt,1,385,False,5,3,2,2,False,False,False,100,False,False,False,False
European,393,./markedupfiles/289.txt,1,393,False,4,100,1,1,False,False,False,100,False,False,True,False
Commission,394,./markedupfiles/289.txt,1,394,False,5,100,2,0,False,False,False,100,False,False,True,False
Lord,406,./markedupfiles/289.txt,1,406,False,100,2,1,1,True,False,False,100,False,False,True,False
Kinnock,407,./markedupfiles/289.txt,1,407,False,100,1,2,0,False,False,False,100,False,False,False,False
British,415,./markedupfiles/289.txt,1,415,False,4,100,1,1,False,False,False,100,False,False,True,False
Council,416,./markedupfiles/289.txt,1,416,False,5,100,2,0,False,False,False,100,False,False,True,False
UKs,420,./markedupfiles/289.txt,1,420,False,100,100,1,1,False,False,False,100,False,False,False,False
Howard,0,./markedupfiles/262.txt,1,0,True,100,100,100,2,False,False,False,100,False,False,False,False
Blair,2,./markedupfiles/262.txt,1,2,True,100,100,100,0,False,False,False,100,False,False,False,False
Tony,5,./markedupfiles/262.txt,1,5,False,100,100,2,2,False,False,False,100,False,False,True,False
Blairs,6,./markedupfiles/262.txt,1,6,False,100,100,3,1,False,False,False,100,False,False,False,False
Gordon,9,./markedupfiles/262.txt,1,9,False,100,1,1,1,False,False,False,100,False,False,True,False
Brown,10,./markedupfiles/262.txt,1,10,False,100,0,2,0,False,False,False,100,False,False,True,False
Tory,19,./markedupfiles/262.txt,1,19,False,2,3,2,3,False,False,False,100,False,False,False,False
Michael,21,./markedupfiles/262.txt,1,21,False,4,1,4,1,False,False,False,100,False,False,True,False
Howard,22,./markedupfiles/262.txt,1,22,False,5,0,5,0,False,False,False,100,False,False,False,False
Howard,32,./markedupfiles/262.txt,1,32,False,100,2,100,2,False,False,False,100,False,False,False,False
Tory,55,./markedupfiles/262.txt,1,55,False,100,100,2,100,False,False,False,100,False,False,False,False
Blair,60,./markedupfiles/262.txt,1,60,False,100,100,100,1,False,False,False,100,False,False,False,False
Labour,82,./markedupfiles/262.txt,1,82,False,100,1,1,1,False,False,False,100,False,False,False,False
Africa,131,./markedupfiles/262.txt,1,131,False,2,0,1,0,False,False,False,100,True,False,False,False
Blair,147,./markedupfiles/262.txt,1,147,False,100,2,4,2,False,False,False,100,False,False,False,False
Browns,157,./markedupfiles/262.txt,1,157,True,100,100,3,1,False,False,False,100,True,False,True,False
Britain,158,./markedupfiles/262.txt,1,158,False,100,3,4,0,False,False,False,100,True,False,False,False
Robert,160,./markedupfiles/262.txt,1,160,False,100,1,1,2,False,False,False,100,False,False,True,False
Peston,161,./markedupfiles/262.txt,1,161,False,100,0,2,1,False,False,False,100,False,False,False,False
Blair,174,./markedupfiles/262.txt,1,174,False,100,0,100,1,False,False,False,100,False,False,False,False
November,177,./markedupfiles/262.txt,1,177,False,2,2,1,1,False,False,False,100,True,False,False,False
Cabinet,200,./markedupfiles/262.txt,1,200,False,2,100,1,1,False,False,False,100,False,False,False,False
Brown,206,./markedupfiles/262.txt,1,206,False,100,0,2,0,False,False,False,100,False,False,False,False
Pestons,214,./markedupfiles/262.txt,1,214,False,100,0,3,2,False,False,False,100,False,False,False,False
Brown,219,./markedupfiles/262.txt,1,219,False,3,0,2,100,False,False,False,100,False,False,False,False
Blair,222,./markedupfiles/262.txt,1,222,False,2,1,5,1,False,False,False,100,False,False,False,False
Blair,239,./markedupfiles/262.txt,1,239,False,4,100,100,2,False,False,False,100,False,False,False,False
Wednesday,245,./markedupfiles/262.txt,1,245,False,100,100,1,1,False,False,False,100,True,False,True,False
Tory,272,./markedupfiles/262.txt,1,272,False,3,100,1,2,False,False,False,100,False,False,True,False
Blair,337,./markedupfiles/262.txt,1,337,False,100,0,3,1,False,False,False,100,False,False,False,False
Labours,352,./markedupfiles/262.txt,1,352,False,2,0,2,1,False,False,False,100,False,False,False,False
Later,368,./markedupfiles/262.txt,1,368,False,100,3,3,0,False,False,False,100,False,False,False,False
Tory,373,./markedupfiles/262.txt,1,373,False,1,3,3,100,False,False,False,100,True,False,False,False
Liam,375,./markedupfiles/262.txt,1,375,False,3,1,5,2,False,False,False,100,False,False,True,False
Fox,376,./markedupfiles/262.txt,1,376,False,4,0,100,1,False,False,False,100,False,False,False,False
Labour,393,./markedupfiles/262.txt,1,393,False,100,2,3,1,False,False,False,100,False,False,False,False
Tuesday,405,./markedupfiles/262.txt,1,405,False,2,3,1,0,False,False,False,100,True,False,False,False
Brown,408,./markedupfiles/262.txt,1,408,False,5,0,2,0,False,False,False,100,True,False,False,False
Alan,412,./markedupfiles/262.txt,1,412,False,3,100,1,1,False,False,False,100,False,True,True,False
Milburn,413,./markedupfiles/262.txt,1,413,False,4,100,2,0,False,False,False,100,False,True,False,False
Blair,416,./markedupfiles/262.txt,1,416,False,100,1,2,2,False,False,False,100,False,False,False,False
Liberal,430,./markedupfiles/262.txt,1,430,False,5,100,3,100,False,False,False,100,False,False,True,False
Democrat,431,./markedupfiles/262.txt,1,431,False,100,3,4,100,False,False,False,100,False,False,True,False
Charles,433,./markedupfiles/262.txt,1,433,False,100,1,100,100,False,False,False,100,False,False,True,False
Kennedy,434,./markedupfiles/262.txt,1,434,False,100,0,100,100,False,False,False,100,False,False,False,False
BBC,436,./markedupfiles/262.txt,1,436,False,1,3,100,3,False,False,False,100,False,False,True,False
News,437,./markedupfiles/262.txt,1,437,False,2,2,100,2,False,False,False,100,False,False,True,False
Later,455,./markedupfiles/262.txt,1,455,False,4,100,3,0,False,False,False,100,False,False,False,False
Blair,459,./markedupfiles/262.txt,1,459,False,100,0,3,0,False,False,False,100,False,False,False,False
Mondays,481,./markedupfiles/262.txt,1,481,False,4,100,1,1,False,False,False,100,True,False,False,False
Parliamentary,485,./markedupfiles/262.txt,1,485,False,100,100,1,2,False,False,False,100,True,False,True,False
Labour,486,./markedupfiles/262.txt,1,486,False,100,3,2,1,False,False,False,100,False,False,True,False
Party,487,./markedupfiles/262.txt,1,487,False,100,2,3,0,False,False,False,100,False,False,True,False
Pestons,492,./markedupfiles/262.txt,1,492,False,2,100,4,100,False,False,False,100,False,False,False,False
Donor,0,./markedupfiles/276.txt,1,0,False,100,100,100,3,False,False,False,100,False,False,False,False
Blair-Brown,2,./markedupfiles/276.txt,1,2,False,100,100,100,1,False,False,False,100,False,False,False,False
Tony,8,./markedupfiles/276.txt,1,8,False,100,100,1,1,False,False,False,100,False,False,True,False
Blair,9,./markedupfiles/276.txt,1,9,False,100,3,2,0,False,False,False,100,False,False,False,False
Gordon,11,./markedupfiles/276.txt,1,11,False,100,1,1,1,False,False,False,100,False,False,True,False
Brown,12,./markedupfiles/276.txt,1,12,False,100,0,2,0,False,False,False,100,False,False,False,False
Labour,16,./markedupfiles/276.txt,1,16,False,3,1,1,1,False,False,False,100,True,False,False,False
Duncan,29,./markedupfiles/276.txt,1,29,False,3,100,2,3,False,False,False,100,False,False,True,False
Bannatyne,30,./markedupfiles/276.txt,1,30,False,4,100,3,2,False,False,False,100,False,False,False,False
Iraq,36,./markedupfiles/276.txt,1,36,False,100,100,1,0,False,False,False,100,False,False,False,False
Asian,43,./markedupfiles/276.txt,1,43,False,2,100,1,100,False,False,False,100,False,False,False,False
Secretary,51,./markedupfiles/276.txt,1,51,False,3,2,2,3,False,False,False,100,False,False,False,False
Robin,52,./markedupfiles/276.txt,1,52,False,4,1,3,2,False,False,False,1,False,False,True,False
Cook,53,./markedupfiles/276.txt,1,53,False,5,0,4,1,False,False,False,2,False,False,False,False
Brown,58,./markedupfiles/276.txt,1,58,False,4,0,3,1,False,False,False,100,False,False,False,False
Bannatyne,66,./markedupfiles/276.txt,1,66,False,100,0,3,0,False,False,False,100,True,False,False,False
Labour,70,./markedupfiles/276.txt,1,70,False,1,2,3,3,False,False,False,100,False,False,False,False
Tuesday,85,./markedupfiles/276.txt,1,85,False,100,0,1,1,False,False,False,100,True,False,False,False
Cabinet,95,./markedupfiles/276.txt,1,95,False,100,100,1,1,False,False,False,100,False,False,False,False
Labour,110,./markedupfiles/276.txt,1,110,False,1,100,3,0,False,False,False,100,False,False,False,False
Conservatives,123,./markedupfiles/276.txt,1,123,False,100,3,1,100,False,False,False,100,False,False,False,False
Robert,124,./markedupfiles/276.txt,1,124,False,100,2,2,3,False,False,False,100,False,False,True,False
Pestons,125,./markedupfiles/276.txt,1,125,False,100,1,3,2,False,False,False,100,False,False,False,False
Blair-Brown,134,./markedupfiles/276.txt,1,134,False,100,100,1,1,False,False,False,100,False,False,False,False
Bannatyne,153,./markedupfiles/276.txt,1,153,False,3,100,4,2,False,False,False,100,False,False,False,False
Disunity,155,./markedupfiles/276.txt,1,155,False,5,3,100,0,False,False,False,100,False,False,False,False
Cabinet,158,./markedupfiles/276.txt,1,158,False,100,0,1,0,False,False,False,100,True,False,False,False
Gordon,166,./markedupfiles/276.txt,1,166,False,100,1,2,1,False,False,False,100,True,False,True,False
Brown,167,./markedupfiles/276.txt,1,167,False,100,0,3,0,False,False,False,100,True,False,False,False
Newcastle,206,./markedupfiles/276.txt,1,206,False,4,2,1,3,False,False,False,100,True,False,False,False
Iraq,215,./markedupfiles/276.txt,1,215,False,100,100,1,0,False,False,False,100,True,False,True,False
British,256,./markedupfiles/276.txt,1,256,False,2,2,2,2,False,False,False,100,False,False,True,False
Navy,257,./markedupfiles/276.txt,1,257,False,3,1,3,1,False,False,False,100,False,False,True,False
Bannatyne,283,./markedupfiles/276.txt,1,283,False,100,0,3,0,False,False,False,100,True,False,False,False
Dragons,301,./markedupfiles/276.txt,1,301,False,100,100,5,2,False,False,False,100,True,False,True,False
Den,302,./markedupfiles/276.txt,1,302,False,100,100,100,1,False,False,False,100,False,False,True,False
Labour,310,./markedupfiles/276.txt,1,310,False,100,0,1,0,False,False,False,100,True,False,False,False
Robin,320,./markedupfiles/276.txt,1,320,False,2,1,3,2,False,False,False,100,True,False,True,False
Cook,321,./markedupfiles/276.txt,1,321,False,3,0,4,1,False,False,False,100,True,False,False,False
Browns,327,./markedupfiles/276.txt,1,327,False,2,100,2,3,False,False,False,100,False,False,False,False
Labours,344,./markedupfiles/276.txt,1,344,False,1,100,1,2,False,False,False,100,False,False,False,False
Blair,354,./markedupfiles/276.txt,1,354,False,100,3,2,0,False,False,False,100,False,False,False,False
Brown,357,./markedupfiles/276.txt,1,357,False,100,0,2,0,False,False,False,100,False,False,False,False
Cook,376,./markedupfiles/276.txt,1,376,False,100,0,4,1,False,False,False,100,False,False,False,False
Abstentions,401,./markedupfiles/276.txt,1,401,False,100,1,5,1,False,False,False,100,False,False,True,False
Party,402,./markedupfiles/276.txt,1,402,False,100,0,2,0,False,False,False,100,False,False,False,False
Labour,408,./markedupfiles/276.txt,1,408,False,1,3,1,1,False,False,False,100,False,False,False,False
Blairs,418,./markedupfiles/276.txt,1,418,False,3,0,2,1,False,False,False,100,False,False,False,False
New,424,./markedupfiles/276.txt,1,424,False,3,100,2,100,False,False,False,100,False,False,True,False
Labour,425,./markedupfiles/276.txt,1,425,False,4,100,3,100,False,False,False,100,False,False,True,False
Dave,432,./markedupfiles/276.txt,1,432,False,2,100,1,1,False,False,False,100,False,False,True,False
Prentis,433,./markedupfiles/276.txt,1,433,False,3,100,2,0,False,False,False,100,False,False,False,False
Britains,437,./markedupfiles/276.txt,1,437,False,100,3,1,100,False,False,False,100,False,False,False,False
Unison,440,./markedupfiles/276.txt,1,440,False,100,0,4,1,False,False,False,100,False,False,False,False
Daily,443,./markedupfiles/276.txt,1,443,False,2,100,1,2,False,False,False,100,False,False,True,False
Record,444,./markedupfiles/276.txt,1,444,False,3,100,2,1,False,False,False,100,False,False,True,False
Blair,455,./markedupfiles/276.txt,1,455,False,3,0,2,0,False,False,False,100,False,False,False,False
Labour,460,./markedupfiles/276.txt,1,460,False,2,100,1,100,False,False,False,100,False,False,False,False
Cardinal,0,./markedupfiles/060.txt,1,0,False,100,3,100,100,False,False,False,100,False,False,False,False
Iraq,2,./markedupfiles/060.txt,1,2,False,100,1,100,3,False,False,False,2,False,False,False,False
Billions,5,./markedupfiles/060.txt,1,5,False,1,2,100,0,False,False,False,5,False,False,False,False
Iraq,12,./markedupfiles/060.txt,1,12,False,4,100,1,0,False,False,False,100,True,False,False,False
Middle,16,./markedupfiles/060.txt,1,16,False,100,1,1,1,False,False,False,100,True,False,True,False
East,17,./markedupfiles/060.txt,1,17,False,100,0,2,0,False,False,False,100,True,False,True,False
Cardinal,25,./markedupfiles/060.txt,1,25,False,2,2,3,2,False,False,False,100,False,False,True,False
Cormac,26,./markedupfiles/060.txt,1,26,False,3,1,4,1,False,False,False,100,False,False,True,False
Murphy-OConnor,27,./markedupfiles/060.txt,1,27,False,4,0,5,0,False,False,False,100,False,False,True,False
Catholic,34,./markedupfiles/060.txt,1,34,False,3,100,1,1,False,False,False,100,False,False,True,False
Church,35,./markedupfiles/060.txt,1,35,False,4,100,2,0,False,False,False,100,False,False,True,False
England,37,./markedupfiles/060.txt,1,37,False,100,2,1,0,False,False,False,100,True,False,False,False
Wales,39,./markedupfiles/060.txt,1,39,False,100,0,1,1,False,False,False,100,True,False,False,False
BBC,44,./markedupfiles/060.txt,1,44,False,4,3,1,2,False,False,False,100,True,False,True,False
Radio,45,./markedupfiles/060.txt,1,45,False,5,2,2,1,False,False,False,100,True,False,True,False
Christmas,54,./markedupfiles/060.txt,1,54,False,100,100,4,2,False,False,False,100,True,False,True,False
Midnight,55,./markedupfiles/060.txt,1,55,False,100,100,5,1,False,False,False,100,True,False,True,False
Mass,56,./markedupfiles/060.txt,1,56,False,100,100,3,0,False,False,False,100,True,False,True,False
Christmas,61,./markedupfiles/060.txt,1,61,False,100,1,1,1,False,False,False,100,True,False,False,False
Iraq,68,./markedupfiles/060.txt,1,68,False,5,3,1,0,False,False,False,100,True,False,False,False
Archbishop,78,./markedupfiles/060.txt,1,78,False,100,2,1,0,False,False,False,100,False,False,False,False
Canterbury,80,./markedupfiles/060.txt,1,80,False,100,0,1,0,False,False,False,2,False,False,False,False
Speaking,88,./markedupfiles/060.txt,1,88,False,5,100,2,0,False,False,False,100,False,False,False,False
BBC,90,./markedupfiles/060.txt,1,90,False,100,100,1,3,False,False,False,100,True,False,True,False
Radio,91,./markedupfiles/060.txt,1,91,False,100,100,2,2,False,False,False,100,True,False,True,False
Thought,93,./markedupfiles/060.txt,1,93,False,100,100,4,0,False,False,False,100,True,False,False,False
Day,96,./markedupfiles/060.txt,1,96,False,100,100,1,1,False,False,False,100,False,False,False,False
Friday,197,./markedupfiles/060.txt,1,197,False,100,3,5,1,False,False,False,100,True,False,False,False
Westminster,208,./markedupfiles/060.txt,1,208,False,100,3,1,1,False,False,False,100,True,False,True,False
Cathedral,209,./markedupfiles/060.txt,1,209,False,100,2,2,0,False,False,False,100,True,False,True,False
Iraq,237,./markedupfiles/060.txt,1,237,False,3,100,1,1,False,False,False,100,True,False,False,False
Holy,241,./markedupfiles/060.txt,1,241,False,100,100,1,1,False,False,False,100,True,False,True,False
Land,242,./markedupfiles/060.txt,1,242,False,100,100,2,0,False,False,False,100,True,False,True,False
Christmas,271,./markedupfiles/060.txt,1,271,False,5,100,2,0,False,False,False,100,True,False,False,False
Christians,275,./markedupfiles/060.txt,1,275,False,100,100,2,0,False,False,False,100,False,False,False,False
Iraq,277,./markedupfiles/060.txt,1,277,False,100,100,1,0,False,False,False,100,True,False,False,False
Holy,281,./markedupfiles/060.txt,1,281,False,100,0,1,1,False,False,False,100,True,True,True,False
Land,282,./markedupfiles/060.txt,1,282,False,100,3,2,0,False,False,False,100,True,True,True,False
Africa,288,./markedupfiles/060.txt,1,288,False,2,100,1,1,False,False,False,100,True,False,False,False
Cardinal,309,./markedupfiles/060.txt,1,309,False,5,100,1,0,False,False,False,100,False,False,False,False
Archbishop,311,./markedupfiles/060.txt,1,311,False,100,100,1,0,False,False,False,2,False,False,False,False
Canterbury,313,./markedupfiles/060.txt,1,313,False,100,100,1,100,False,False,False,4,False,False,False,False
Rowan,315,./markedupfiles/060.txt,1,315,False,100,100,3,2,False,False,False,4,False,False,True,False
Williams,316,./markedupfiles/060.txt,1,316,False,100,100,4,1,False,False,False,5,False,False,True,False
Iraq,328,./markedupfiles/060.txt,1,328,False,2,100,1,0,False,False,False,100,True,False,False,False
Williams,334,./markedupfiles/060.txt,1,334,False,100,0,4,0,False,False,False,100,False,False,False,False
Friday,362,./markedupfiles/060.txt,1,362,False,100,2,4,0,False,False,False,100,True,False,True,False
Cardinal,364,./markedupfiles/060.txt,1,364,False,100,0,1,0,False,False,False,100,False,False,False,False
Downing,422,./markedupfiles/060.txt,1,422,False,100,2,5,2,False,False,False,100,False,False,True,False
Street,423,./markedupfiles/060.txt,1,423,False,1,1,100,1,False,False,False,100,False,False,True,False
Prime,430,./markedupfiles/060.txt,1,430,False,2,100,2,100,False,False,False,100,False,False,True,False
Minister,431,./markedupfiles/060.txt,1,431,False,3,3,3,3,False,False,False,100,False,False,True,False
Tony,432,./markedupfiles/060.txt,1,432,False,4,2,4,2,False,False,False,100,False,False,True,False
Blair,433,./markedupfiles/060.txt,1,433,False,5,1,5,1,False,False,False,1,False,False,True,False
Africa,439,./markedupfiles/060.txt,1,439,False,1,100,1,1,False,False,False,100,False,False,True,False
Britain,447,./markedupfiles/060.txt,1,447,False,100,100,5,2,False,False,False,100,False,False,True,False
BNP,0,./markedupfiles/074.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
Nick,2,./markedupfiles/074.txt,1,2,False,100,100,100,2,False,False,False,100,False,False,True,False
Griffin,3,./markedupfiles/074.txt,1,3,False,100,100,100,1,False,False,False,100,False,False,False,False
British,9,./markedupfiles/074.txt,1,9,False,100,2,1,2,False,False,False,100,False,False,True,False
National,10,./markedupfiles/074.txt,1,10,False,100,1,2,1,False,False,False,100,False,False,True,False
Party,11,./markedupfiles/074.txt,1,11,False,100,0,3,0,False,False,False,100,False,False,True,False
BBC,26,./markedupfiles/074.txt,1,26,False,100,100,1,100,False,False,False,100,True,False,False,False
Nick,32,./markedupfiles/074.txt,1,32,False,1,1,100,1,False,False,False,100,False,False,True,False
Griffin,33,./markedupfiles/074.txt,1,33,False,2,0,100,0,False,False,False,100,False,False,False,False
Tuesday,37,./markedupfiles/074.txt,1,37,False,3,100,1,1,False,False,False,100,True,False,False,False
West,47,./markedupfiles/074.txt,1,47,False,4,100,4,3,False,False,False,100,False,False,True,False
Yorkshire,48,./markedupfiles/074.txt,1,48,False,5,3,5,2,False,False,False,100,False,False,True,False
BNP,61,./markedupfiles/074.txt,1,61,False,5,100,2,100,False,False,False,100,False,False,False,False
John,64,./markedupfiles/074.txt,1,64,False,100,1,5,1,False,False,False,100,False,False,True,False
Tyndall,65,./markedupfiles/074.txt,1,65,False,100,0,100,0,False,False,False,100,False,False,False,False
Sunday,69,./markedupfiles/074.txt,1,69,False,3,100,1,0,False,False,False,100,True,False,False,False
July,75,./markedupfiles/074.txt,1,75,False,100,100,3,0,False,False,False,100,True,False,True,False
BBC,77,./markedupfiles/074.txt,1,77,False,100,100,1,100,False,False,False,100,False,False,False,False
Secret,79,./markedupfiles/074.txt,1,79,False,100,100,3,100,False,False,False,100,False,False,True,False
Agent,80,./markedupfiles/074.txt,1,80,False,100,100,4,3,False,False,False,100,False,False,True,False
BNP,85,./markedupfiles/074.txt,1,85,False,100,3,1,3,False,False,False,100,False,False,False,False
Griffin,88,./markedupfiles/074.txt,1,88,False,100,0,4,0,False,False,False,100,False,False,False,False
Nine,99,./markedupfiles/074.txt,1,99,False,5,100,2,1,False,False,False,100,False,False,False,False
West,102,./markedupfiles/074.txt,1,102,False,100,3,1,1,False,False,False,100,False,False,True,False
Yorkshire,103,./markedupfiles/074.txt,1,103,False,100,2,2,0,False,False,False,100,False,False,True,False
Leicester,108,./markedupfiles/074.txt,1,108,False,2,0,1,0,False,False,False,100,False,False,False,False
Seven,116,./markedupfiles/074.txt,1,116,False,100,3,2,0,False,False,False,100,True,False,False,False
Two,143,./markedupfiles/074.txt,1,143,False,100,100,2,1,False,False,False,100,True,False,False,False
Keighley,147,./markedupfiles/074.txt,1,147,False,100,0,1,0,False,False,False,100,False,False,False,False
September,151,./markedupfiles/074.txt,1,151,False,3,100,1,0,False,False,False,100,True,False,False,False
Leicester,164,./markedupfiles/074.txt,1,164,False,2,0,1,0,False,False,False,100,False,False,False,False
Monday,168,./markedupfiles/074.txt,1,168,False,3,100,1,0,False,False,False,100,True,False,False,False
BNP,178,./markedupfiles/074.txt,1,178,False,5,1,5,100,False,False,False,100,False,False,True,False
Tyndall,182,./markedupfiles/074.txt,1,182,False,2,2,100,0,False,False,False,100,False,False,False,False
Brighton,184,./markedupfiles/074.txt,1,184,False,4,0,1,0,False,False,False,100,False,False,False,False
Burnley,193,./markedupfiles/074.txt,1,193,False,2,2,1,1,False,False,False,100,True,False,True,False
Lancashire,194,./markedupfiles/074.txt,1,194,False,3,1,2,0,False,False,False,100,True,False,True,False
