All-Words,end,filename,n-gram,start
Hewitt,83,./cleanfiles/003.txt,1,83
told,84,./cleanfiles/003.txt,1,84
the,85,./cleanfiles/003.txt,1,85
seminar:,86,./cleanfiles/003.txt,1,86
"""Clearly,",87,./cleanfiles/003.txt,1,87
one,88,./cleanfiles/003.txt,1,88
of,89,./cleanfiles/003.txt,1,89
the,90,./cleanfiles/003.txt,1,90
things,91,./cleanfiles/003.txt,1,91
we,92,./cleanfiles/003.txt,1,92
need,93,./cleanfiles/003.txt,1,93
to,94,./cleanfiles/003.txt,1,94
do,95,./cleanfiles/003.txt,1,95
in,96,./cleanfiles/003.txt,1,96
the,97,./cleanfiles/003.txt,1,97
future,98,./cleanfiles/003.txt,1,98
is,99,./cleanfiles/003.txt,1,99
to,100,./cleanfiles/003.txt,1,100
extend,101,./cleanfiles/003.txt,1,101
the,102,./cleanfiles/003.txt,1,102
period,103,./cleanfiles/003.txt,1,103
of,104,./cleanfiles/003.txt,1,104
payment,105,./cleanfiles/003.txt,1,105
for,106,./cleanfiles/003.txt,1,106
maternity,107,./cleanfiles/003.txt,1,107
leave,108,./cleanfiles/003.txt,1,108
beyond,109,./cleanfiles/003.txt,1,109
the,110,./cleanfiles/003.txt,1,110
first,111,./cleanfiles/003.txt,1,111
six,112,./cleanfiles/003.txt,1,112
months,113,./cleanfiles/003.txt,1,113
into,114,./cleanfiles/003.txt,1,114
the,115,./cleanfiles/003.txt,1,115
second,116,./cleanfiles/003.txt,1,116
six,117,./cleanfiles/003.txt,1,117
months.,118,./cleanfiles/003.txt,1,118
"""We",119,./cleanfiles/003.txt,1,119
are,120,./cleanfiles/003.txt,1,120
looking,121,./cleanfiles/003.txt,1,121
at,122,./cleanfiles/003.txt,1,122
how,123,./cleanfiles/003.txt,1,123
quickly,124,./cleanfiles/003.txt,1,124
we,125,./cleanfiles/003.txt,1,125
can,126,./cleanfiles/003.txt,1,126
do,127,./cleanfiles/003.txt,1,127
"that,",128,./cleanfiles/003.txt,1,128
because,129,./cleanfiles/003.txt,1,129
obviously,130,./cleanfiles/003.txt,1,130
there,131,./cleanfiles/003.txt,1,131
are,132,./cleanfiles/003.txt,1,132
cost,133,./cleanfiles/003.txt,1,133
implications,134,./cleanfiles/003.txt,1,134
because,135,./cleanfiles/003.txt,1,135
the,136,./cleanfiles/003.txt,1,136
taxpayer,137,./cleanfiles/003.txt,1,137
reimburses,138,./cleanfiles/003.txt,1,138
the,139,./cleanfiles/003.txt,1,139
employers,140,./cleanfiles/003.txt,1,140
for,141,./cleanfiles/003.txt,1,141
the,142,./cleanfiles/003.txt,1,142
cost,143,./cleanfiles/003.txt,1,143
of,144,./cleanfiles/003.txt,1,144
"that.""",145,./cleanfiles/003.txt,1,145
Ms,146,./cleanfiles/003.txt,1,146
Hewitt,147,./cleanfiles/003.txt,1,147
also,148,./cleanfiles/003.txt,1,148
announced,149,./cleanfiles/003.txt,1,149
a,150,./cleanfiles/003.txt,1,150
new,151,./cleanfiles/003.txt,1,151
drive,152,./cleanfiles/003.txt,1,152
to,153,./cleanfiles/003.txt,1,153
help,154,./cleanfiles/003.txt,1,154
women,155,./cleanfiles/003.txt,1,155
who,156,./cleanfiles/003.txt,1,156
want,157,./cleanfiles/003.txt,1,157
to,158,./cleanfiles/003.txt,1,158
work,159,./cleanfiles/003.txt,1,159
in,160,./cleanfiles/003.txt,1,160
male,161,./cleanfiles/003.txt,1,161
dominated,162,./cleanfiles/003.txt,1,162
"sectors,",163,./cleanfiles/003.txt,1,163
saying,164,./cleanfiles/003.txt,1,164
sexism,165,./cleanfiles/003.txt,1,165
at,166,./cleanfiles/003.txt,1,166
work,167,./cleanfiles/003.txt,1,167
was,168,./cleanfiles/003.txt,1,168
still,169,./cleanfiles/003.txt,1,169
preventing,170,./cleanfiles/003.txt,1,170
women,171,./cleanfiles/003.txt,1,171
reaching,172,./cleanfiles/003.txt,1,172
their,173,./cleanfiles/003.txt,1,173
full,174,./cleanfiles/003.txt,1,174
potential.,175,./cleanfiles/003.txt,1,175
Plans,176,./cleanfiles/003.txt,1,176
include,177,./cleanfiles/003.txt,1,177
funding,178,./cleanfiles/003.txt,1,178
for,179,./cleanfiles/003.txt,1,179
universities,180,./cleanfiles/003.txt,1,180
to,181,./cleanfiles/003.txt,1,181
help,182,./cleanfiles/003.txt,1,182
female,183,./cleanfiles/003.txt,1,183
science,184,./cleanfiles/003.txt,1,184
and,185,./cleanfiles/003.txt,1,185
engineering,186,./cleanfiles/003.txt,1,186
graduates,187,./cleanfiles/003.txt,1,187
find,188,./cleanfiles/003.txt,1,188
jobs,189,./cleanfiles/003.txt,1,189
and,190,./cleanfiles/003.txt,1,190
"""taster",191,./cleanfiles/003.txt,1,191
"courses""",192,./cleanfiles/003.txt,1,192
for,193,./cleanfiles/003.txt,1,193
men,194,./cleanfiles/003.txt,1,194
and,195,./cleanfiles/003.txt,1,195
women,196,./cleanfiles/003.txt,1,196
in,197,./cleanfiles/003.txt,1,197
non-traditional,198,./cleanfiles/003.txt,1,198
jobs.,199,./cleanfiles/003.txt,1,199
Women,200,./cleanfiles/003.txt,1,200
in,201,./cleanfiles/003.txt,1,201
full-time,202,./cleanfiles/003.txt,1,202
work,203,./cleanfiles/003.txt,1,203
earn,204,./cleanfiles/003.txt,1,204
19%,205,./cleanfiles/003.txt,1,205
less,206,./cleanfiles/003.txt,1,206
than,207,./cleanfiles/003.txt,1,207
"men,",208,./cleanfiles/003.txt,1,208
according,209,./cleanfiles/003.txt,1,209
to,210,./cleanfiles/003.txt,1,210
the,211,./cleanfiles/003.txt,1,211
Equal,212,./cleanfiles/003.txt,1,212
Opportunities,213,./cleanfiles/003.txt,1,213
Commission,214,./cleanfiles/003.txt,1,214
(EOC).,215,./cleanfiles/003.txt,1,215
The,216,./cleanfiles/003.txt,1,216
minister,217,./cleanfiles/003.txt,1,217
told,218,./cleanfiles/003.txt,1,218
delegates,219,./cleanfiles/003.txt,1,219
that,220,./cleanfiles/003.txt,1,220
getting,221,./cleanfiles/003.txt,1,221
rid,222,./cleanfiles/003.txt,1,222
of,223,./cleanfiles/003.txt,1,223
"""career",224,./cleanfiles/003.txt,1,224
"sexism""",225,./cleanfiles/003.txt,1,225
was,226,./cleanfiles/003.txt,1,226
vital,227,./cleanfiles/003.txt,1,227
to,228,./cleanfiles/003.txt,1,228
closing,229,./cleanfiles/003.txt,1,229
the,230,./cleanfiles/003.txt,1,230
gender,231,./cleanfiles/003.txt,1,231
pay,232,./cleanfiles/003.txt,1,232
gap.,233,./cleanfiles/003.txt,1,233
"""Career",234,./cleanfiles/003.txt,1,234
sexism,235,./cleanfiles/003.txt,1,235
limits,236,./cleanfiles/003.txt,1,236
opportunities,237,./cleanfiles/003.txt,1,237
for,238,./cleanfiles/003.txt,1,238
women,239,./cleanfiles/003.txt,1,239
of,240,./cleanfiles/003.txt,1,240
all,241,./cleanfiles/003.txt,1,241
ages,242,./cleanfiles/003.txt,1,242
and,243,./cleanfiles/003.txt,1,243
prevents,244,./cleanfiles/003.txt,1,244
them,245,./cleanfiles/003.txt,1,245
from,246,./cleanfiles/003.txt,1,246
achieving,247,./cleanfiles/003.txt,1,247
their,248,./cleanfiles/003.txt,1,248
full,249,./cleanfiles/003.txt,1,249
potential.,250,./cleanfiles/003.txt,1,250
"""It",251,./cleanfiles/003.txt,1,251
is,252,./cleanfiles/003.txt,1,252
simply,253,./cleanfiles/003.txt,1,253
wrong,254,./cleanfiles/003.txt,1,254
to,255,./cleanfiles/003.txt,1,255
assume,256,./cleanfiles/003.txt,1,256
someone,257,./cleanfiles/003.txt,1,257
cannot,258,./cleanfiles/003.txt,1,258
do,259,./cleanfiles/003.txt,1,259
a,260,./cleanfiles/003.txt,1,260
job,261,./cleanfiles/003.txt,1,261
on,262,./cleanfiles/003.txt,1,262
the,263,./cleanfiles/003.txt,1,263
grounds,264,./cleanfiles/003.txt,1,264
of,265,./cleanfiles/003.txt,1,265
their,266,./cleanfiles/003.txt,1,266
"sex,""",267,./cleanfiles/003.txt,1,267
she,268,./cleanfiles/003.txt,1,268
said.,269,./cleanfiles/003.txt,1,269
"Earlier,",270,./cleanfiles/003.txt,1,270
she,271,./cleanfiles/003.txt,1,271
told,272,./cleanfiles/003.txt,1,272
BBC,273,./cleanfiles/003.txt,1,273
Radio,274,./cleanfiles/003.txt,1,274
4's,275,./cleanfiles/003.txt,1,275
Today,276,./cleanfiles/003.txt,1,276
programme:,277,./cleanfiles/003.txt,1,277
"""What",278,./cleanfiles/003.txt,1,278
we,279,./cleanfiles/003.txt,1,279
are,280,./cleanfiles/003.txt,1,280
talking,281,./cleanfiles/003.txt,1,281
about,282,./cleanfiles/003.txt,1,282
here,283,./cleanfiles/003.txt,1,283
is,284,./cleanfiles/003.txt,1,284
the,285,./cleanfiles/003.txt,1,285
fact,286,./cleanfiles/003.txt,1,286
that,287,./cleanfiles/003.txt,1,287
about,288,./cleanfiles/003.txt,1,288
six,289,./cleanfiles/003.txt,1,289
out,290,./cleanfiles/003.txt,1,290
of,291,./cleanfiles/003.txt,1,291
20,292,./cleanfiles/003.txt,1,292
women,293,./cleanfiles/003.txt,1,293
work,294,./cleanfiles/003.txt,1,294
in,295,./cleanfiles/003.txt,1,295
jobs,296,./cleanfiles/003.txt,1,296
that,297,./cleanfiles/003.txt,1,297
are,298,./cleanfiles/003.txt,1,298
low-paid,299,./cleanfiles/003.txt,1,299
and,300,./cleanfiles/003.txt,1,300
typically,301,./cleanfiles/003.txt,1,301
dominated,302,./cleanfiles/003.txt,1,302
by,303,./cleanfiles/003.txt,1,303
"women,",304,./cleanfiles/003.txt,1,304
so,305,./cleanfiles/003.txt,1,305
we,306,./cleanfiles/003.txt,1,306
have,307,./cleanfiles/003.txt,1,307
got,308,./cleanfiles/003.txt,1,308
very,309,./cleanfiles/003.txt,1,309
segregated,310,./cleanfiles/003.txt,1,310
employment.,311,./cleanfiles/003.txt,1,311
"""Unfortunately,",312,./cleanfiles/003.txt,1,312
in,313,./cleanfiles/003.txt,1,313
some,314,./cleanfiles/003.txt,1,314
"cases,",315,./cleanfiles/003.txt,1,315
this,316,./cleanfiles/003.txt,1,316
reflects,317,./cleanfiles/003.txt,1,317
very,318,./cleanfiles/003.txt,1,318
old-fashioned,319,./cleanfiles/003.txt,1,319
and,320,./cleanfiles/003.txt,1,320
stereotypical,321,./cleanfiles/003.txt,1,321
ideas,322,./cleanfiles/003.txt,1,322
about,323,./cleanfiles/003.txt,1,323
the,324,./cleanfiles/003.txt,1,324
appropriate,325,./cleanfiles/003.txt,1,325
jobs,326,./cleanfiles/003.txt,1,326
for,327,./cleanfiles/003.txt,1,327
"women,",328,./cleanfiles/003.txt,1,328
or,329,./cleanfiles/003.txt,1,329
indeed,330,./cleanfiles/003.txt,1,330
for,331,./cleanfiles/003.txt,1,331
men.,332,./cleanfiles/003.txt,1,332
"""Career",333,./cleanfiles/003.txt,1,333
sexism,334,./cleanfiles/003.txt,1,334
is,335,./cleanfiles/003.txt,1,335
about,336,./cleanfiles/003.txt,1,336
saying,337,./cleanfiles/003.txt,1,337
that,338,./cleanfiles/003.txt,1,338
"engineering,",339,./cleanfiles/003.txt,1,339
for,340,./cleanfiles/003.txt,1,340
"instance,",341,./cleanfiles/003.txt,1,341
where,342,./cleanfiles/003.txt,1,342
only,343,./cleanfiles/003.txt,1,343
10%,344,./cleanfiles/003.txt,1,344
of,345,./cleanfiles/003.txt,1,345
employees,346,./cleanfiles/003.txt,1,346
are,347,./cleanfiles/003.txt,1,347
"women,",348,./cleanfiles/003.txt,1,348
is,349,./cleanfiles/003.txt,1,349
really,350,./cleanfiles/003.txt,1,350
a,351,./cleanfiles/003.txt,1,351
male-dominated,352,./cleanfiles/003.txt,1,352
industry.,353,./cleanfiles/003.txt,1,353
Construction,354,./cleanfiles/003.txt,1,354
is,355,./cleanfiles/003.txt,1,355
even,356,./cleanfiles/003.txt,1,356
worse.,357,./cleanfiles/003.txt,1,357
"""But",358,./cleanfiles/003.txt,1,358
it,359,./cleanfiles/003.txt,1,359
is,360,./cleanfiles/003.txt,1,360
also,361,./cleanfiles/003.txt,1,361
about,362,./cleanfiles/003.txt,1,362
saying,363,./cleanfiles/003.txt,1,363
childcare,364,./cleanfiles/003.txt,1,364
jobs,365,./cleanfiles/003.txt,1,365
are,366,./cleanfiles/003.txt,1,366
really,367,./cleanfiles/003.txt,1,367
there,368,./cleanfiles/003.txt,1,368
for,369,./cleanfiles/003.txt,1,369
women,370,./cleanfiles/003.txt,1,370
and,371,./cleanfiles/003.txt,1,371
not,372,./cleanfiles/003.txt,1,372
suitable,373,./cleanfiles/003.txt,1,373
for,374,./cleanfiles/003.txt,1,374
men.,375,./cleanfiles/003.txt,1,375
Career,376,./cleanfiles/003.txt,1,376
sexism,377,./cleanfiles/003.txt,1,377
goes,378,./cleanfiles/003.txt,1,378
both,379,./cleanfiles/003.txt,1,379
"ways.""",380,./cleanfiles/003.txt,1,380
She,381,./cleanfiles/003.txt,1,381
added,382,./cleanfiles/003.txt,1,382
that,383,./cleanfiles/003.txt,1,383
while,384,./cleanfiles/003.txt,1,384
progress,385,./cleanfiles/003.txt,1,385
had,386,./cleanfiles/003.txt,1,386
been,387,./cleanfiles/003.txt,1,387
"made,",388,./cleanfiles/003.txt,1,388
there,389,./cleanfiles/003.txt,1,389
was,390,./cleanfiles/003.txt,1,390
still,391,./cleanfiles/003.txt,1,391
a,392,./cleanfiles/003.txt,1,392
gap,393,./cleanfiles/003.txt,1,393
in,394,./cleanfiles/003.txt,1,394
pay,395,./cleanfiles/003.txt,1,395
figures.,396,./cleanfiles/003.txt,1,396
"""The",397,./cleanfiles/003.txt,1,397
average,398,./cleanfiles/003.txt,1,398
woman,399,./cleanfiles/003.txt,1,399
working,400,./cleanfiles/003.txt,1,400
full-time,401,./cleanfiles/003.txt,1,401
is,402,./cleanfiles/003.txt,1,402
being,403,./cleanfiles/003.txt,1,403
paid,404,./cleanfiles/003.txt,1,404
about,405,./cleanfiles/003.txt,1,405
80p,406,./cleanfiles/003.txt,1,406
for,407,./cleanfiles/003.txt,1,407
every,408,./cleanfiles/003.txt,1,408
pound,409,./cleanfiles/003.txt,1,409
a,410,./cleanfiles/003.txt,1,410
man,411,./cleanfiles/003.txt,1,411
is,412,./cleanfiles/003.txt,1,412
earning.,413,./cleanfiles/003.txt,1,413
For,414,./cleanfiles/003.txt,1,414
women,415,./cleanfiles/003.txt,1,415
working,416,./cleanfiles/003.txt,1,416
part-time,417,./cleanfiles/003.txt,1,417
it,418,./cleanfiles/003.txt,1,418
is,419,./cleanfiles/003.txt,1,419
"60p.""",420,./cleanfiles/003.txt,1,420
The,421,./cleanfiles/003.txt,1,421
Department,422,./cleanfiles/003.txt,1,422
for,423,./cleanfiles/003.txt,1,423
Trade,424,./cleanfiles/003.txt,1,424
and,425,./cleanfiles/003.txt,1,425
Industry,426,./cleanfiles/003.txt,1,426
will,427,./cleanfiles/003.txt,1,427
also,428,./cleanfiles/003.txt,1,428
provide,429,./cleanfiles/003.txt,1,429
funding,430,./cleanfiles/003.txt,1,430
to,431,./cleanfiles/003.txt,1,431
help,432,./cleanfiles/003.txt,1,432
a,433,./cleanfiles/003.txt,1,433
new,434,./cleanfiles/003.txt,1,434
pay,435,./cleanfiles/003.txt,1,435
experts,436,./cleanfiles/003.txt,1,436
panel,437,./cleanfiles/003.txt,1,437
run,438,./cleanfiles/003.txt,1,438
by,439,./cleanfiles/003.txt,1,439
the,440,./cleanfiles/003.txt,1,440
TUC.,441,./cleanfiles/003.txt,1,441
It,442,./cleanfiles/003.txt,1,442
has,443,./cleanfiles/003.txt,1,443
been,444,./cleanfiles/003.txt,1,444
set,445,./cleanfiles/003.txt,1,445
up,446,./cleanfiles/003.txt,1,446
to,447,./cleanfiles/003.txt,1,447
advise,448,./cleanfiles/003.txt,1,448
hundreds,449,./cleanfiles/003.txt,1,449
of,450,./cleanfiles/003.txt,1,450
companies,451,./cleanfiles/003.txt,1,451
on,452,./cleanfiles/003.txt,1,452
equal,453,./cleanfiles/003.txt,1,453
wage,454,./cleanfiles/003.txt,1,454
policies.,455,./cleanfiles/003.txt,1,455
Research,456,./cleanfiles/003.txt,1,456
conducted,457,./cleanfiles/003.txt,1,457
by,458,./cleanfiles/003.txt,1,458
the,459,./cleanfiles/003.txt,1,459
EOC,460,./cleanfiles/003.txt,1,460
last,461,./cleanfiles/003.txt,1,461
year,462,./cleanfiles/003.txt,1,462
revealed,463,./cleanfiles/003.txt,1,463
that,464,./cleanfiles/003.txt,1,464
many,465,./cleanfiles/003.txt,1,465
Britons,466,./cleanfiles/003.txt,1,466
believe,467,./cleanfiles/003.txt,1,467
the,468,./cleanfiles/003.txt,1,468
pay,469,./cleanfiles/003.txt,1,469
gap,470,./cleanfiles/003.txt,1,470
between,471,./cleanfiles/003.txt,1,471
men,472,./cleanfiles/003.txt,1,472
and,473,./cleanfiles/003.txt,1,473
women,474,./cleanfiles/003.txt,1,474
is,475,./cleanfiles/003.txt,1,475
the,476,./cleanfiles/003.txt,1,476
result,477,./cleanfiles/003.txt,1,477
of,478,./cleanfiles/003.txt,1,478
"""natural",479,./cleanfiles/003.txt,1,479
"differences""",480,./cleanfiles/003.txt,1,480
between,481,./cleanfiles/003.txt,1,481
the,482,./cleanfiles/003.txt,1,482
sexes.,483,./cleanfiles/003.txt,1,483
Women,484,./cleanfiles/003.txt,1,484
hold,485,./cleanfiles/003.txt,1,485
less,486,./cleanfiles/003.txt,1,486
than,487,./cleanfiles/003.txt,1,487
10%,488,./cleanfiles/003.txt,1,488
of,489,./cleanfiles/003.txt,1,489
the,490,./cleanfiles/003.txt,1,490
top,491,./cleanfiles/003.txt,1,491
positions,492,./cleanfiles/003.txt,1,492
in,493,./cleanfiles/003.txt,1,493
FTSE,494,./cleanfiles/003.txt,1,494
100,495,./cleanfiles/003.txt,1,495
"companies,",496,./cleanfiles/003.txt,1,496
the,497,./cleanfiles/003.txt,1,497
"police,",498,./cleanfiles/003.txt,1,498
the,499,./cleanfiles/003.txt,1,499
judiciary,500,./cleanfiles/003.txt,1,500
and,501,./cleanfiles/003.txt,1,501
trade,502,./cleanfiles/003.txt,1,502
"unions,",503,./cleanfiles/003.txt,1,503
according,504,./cleanfiles/003.txt,1,504
to,505,./cleanfiles/003.txt,1,505
their,506,./cleanfiles/003.txt,1,506
figures.,507,./cleanfiles/003.txt,1,507
And,508,./cleanfiles/003.txt,1,508
retired,509,./cleanfiles/003.txt,1,509
women,510,./cleanfiles/003.txt,1,510
have,511,./cleanfiles/003.txt,1,511
just,512,./cleanfiles/003.txt,1,512
over,513,./cleanfiles/003.txt,1,513
half,514,./cleanfiles/003.txt,1,514
the,515,./cleanfiles/003.txt,1,515
income,516,./cleanfiles/003.txt,1,516
of,517,./cleanfiles/003.txt,1,517
their,518,./cleanfiles/003.txt,1,518
male,519,./cleanfiles/003.txt,1,519
counterparts,520,./cleanfiles/003.txt,1,520
on,521,./cleanfiles/003.txt,1,521
average.,522,./cleanfiles/003.txt,1,522
Watchdog,0,./cleanfiles/002.txt,1,0
probes,1,./cleanfiles/002.txt,1,1
e-mail,2,./cleanfiles/002.txt,1,2
deletions,3,./cleanfiles/002.txt,1,3
The,4,./cleanfiles/002.txt,1,4
information,5,./cleanfiles/002.txt,1,5
commissioner,6,./cleanfiles/002.txt,1,6
says,7,./cleanfiles/002.txt,1,7
he,8,./cleanfiles/002.txt,1,8
is,9,./cleanfiles/002.txt,1,9
urgently,10,./cleanfiles/002.txt,1,10
asking,11,./cleanfiles/002.txt,1,11
for,12,./cleanfiles/002.txt,1,12
details,13,./cleanfiles/002.txt,1,13
of,14,./cleanfiles/002.txt,1,14
Cabinet,15,./cleanfiles/002.txt,1,15
Office,16,./cleanfiles/002.txt,1,16
orders,17,./cleanfiles/002.txt,1,17
telling,18,./cleanfiles/002.txt,1,18
staff,19,./cleanfiles/002.txt,1,19
to,20,./cleanfiles/002.txt,1,20
delete,21,./cleanfiles/002.txt,1,21
e-mails,22,./cleanfiles/002.txt,1,22
more,23,./cleanfiles/002.txt,1,23
than,24,./cleanfiles/002.txt,1,24
three,25,./cleanfiles/002.txt,1,25
months,26,./cleanfiles/002.txt,1,26
old.,27,./cleanfiles/002.txt,1,27
Richard,28,./cleanfiles/002.txt,1,28
Thomas,29,./cleanfiles/002.txt,1,29
"""totally",30,./cleanfiles/002.txt,1,30
"condemned""",31,./cleanfiles/002.txt,1,31
the,32,./cleanfiles/002.txt,1,32
deletion,33,./cleanfiles/002.txt,1,33
of,34,./cleanfiles/002.txt,1,34
e-mails,35,./cleanfiles/002.txt,1,35
to,36,./cleanfiles/002.txt,1,36
prevent,37,./cleanfiles/002.txt,1,37
their,38,./cleanfiles/002.txt,1,38
disclosure,39,./cleanfiles/002.txt,1,39
under,40,./cleanfiles/002.txt,1,40
freedom,41,./cleanfiles/002.txt,1,41
of,42,./cleanfiles/002.txt,1,42
information,43,./cleanfiles/002.txt,1,43
laws,44,./cleanfiles/002.txt,1,44
coming,45,./cleanfiles/002.txt,1,45
into,46,./cleanfiles/002.txt,1,46
force,47,./cleanfiles/002.txt,1,47
on,48,./cleanfiles/002.txt,1,48
1,49,./cleanfiles/002.txt,1,49
January.,50,./cleanfiles/002.txt,1,50
Government,51,./cleanfiles/002.txt,1,51
guidance,52,./cleanfiles/002.txt,1,52
said,53,./cleanfiles/002.txt,1,53
e-mails,54,./cleanfiles/002.txt,1,54
should,55,./cleanfiles/002.txt,1,55
only,56,./cleanfiles/002.txt,1,56
be,57,./cleanfiles/002.txt,1,57
deleted,58,./cleanfiles/002.txt,1,58
if,59,./cleanfiles/002.txt,1,59
they,60,./cleanfiles/002.txt,1,60
served,61,./cleanfiles/002.txt,1,61
"""no",62,./cleanfiles/002.txt,1,62
current,63,./cleanfiles/002.txt,1,63
"purpose"",",64,./cleanfiles/002.txt,1,64
Mr,65,./cleanfiles/002.txt,1,65
Thomas,66,./cleanfiles/002.txt,1,66
said.,67,./cleanfiles/002.txt,1,67
The,68,./cleanfiles/002.txt,1,68
Tories,69,./cleanfiles/002.txt,1,69
and,70,./cleanfiles/002.txt,1,70
the,71,./cleanfiles/002.txt,1,71
Lib,72,./cleanfiles/002.txt,1,72
Dems,73,./cleanfiles/002.txt,1,73
have,74,./cleanfiles/002.txt,1,74
questioned,75,./cleanfiles/002.txt,1,75
the,76,./cleanfiles/002.txt,1,76
timing,77,./cleanfiles/002.txt,1,77
of,78,./cleanfiles/002.txt,1,78
the,79,./cleanfiles/002.txt,1,79
new,80,./cleanfiles/002.txt,1,80
rules.,81,./cleanfiles/002.txt,1,81
Tory,82,./cleanfiles/002.txt,1,82
leader,83,./cleanfiles/002.txt,1,83
Michael,84,./cleanfiles/002.txt,1,84
Howard,85,./cleanfiles/002.txt,1,85
has,86,./cleanfiles/002.txt,1,86
written,87,./cleanfiles/002.txt,1,87
to,88,./cleanfiles/002.txt,1,88
Tony,89,./cleanfiles/002.txt,1,89
Blair,90,./cleanfiles/002.txt,1,90
demanding,91,./cleanfiles/002.txt,1,91
an,92,./cleanfiles/002.txt,1,92
explanation,93,./cleanfiles/002.txt,1,93
of,94,./cleanfiles/002.txt,1,94
the,95,./cleanfiles/002.txt,1,95
new,96,./cleanfiles/002.txt,1,96
rules,97,./cleanfiles/002.txt,1,97
on,98,./cleanfiles/002.txt,1,98
e-mail,99,./cleanfiles/002.txt,1,99
retention.,100,./cleanfiles/002.txt,1,100
On,101,./cleanfiles/002.txt,1,101
Monday,102,./cleanfiles/002.txt,1,102
Lib,103,./cleanfiles/002.txt,1,103
Dem,104,./cleanfiles/002.txt,1,104
constitutional,105,./cleanfiles/002.txt,1,105
affairs,106,./cleanfiles/002.txt,1,106
committee,107,./cleanfiles/002.txt,1,107
chairman,108,./cleanfiles/002.txt,1,108
Alan,109,./cleanfiles/002.txt,1,109
Beith,110,./cleanfiles/002.txt,1,110
warned,111,./cleanfiles/002.txt,1,111
that,112,./cleanfiles/002.txt,1,112
