,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
21,Kilroy-Silk,511,./data/test/./111.txt,1,511,True,3,0,1,0,False,False,False,100,False,False,False,False
22,Kilroy-Silk,595,./data/test/./111.txt,1,595,True,1,1,1,1,False,False,False,100,False,False,True,False
23,Kilroy-Silk,621,./data/test/./111.txt,1,621,True,100,100,1,2,False,False,False,100,False,False,True,False
24,Kilroy-Silk,664,./data/test/./111.txt,1,664,True,100,100,1,1,False,False,False,100,False,False,True,False
25,Kilroy-Silk,749,./data/test/./111.txt,1,749,True,100,0,2,1,False,False,False,100,True,False,False,False
26,Kilroy-Silk,816,./data/test/./111.txt,1,816,True,100,0,2,1,False,False,False,100,True,False,False,False
27,Robert,827,./data/test/./111.txt,1,827,True,100,2,3,0,False,False,False,100,False,False,False,False
28,Kilroy-Silk,872,./data/test/./111.txt,1,872,True,100,100,1,1,False,False,False,100,False,False,False,False
29,Harry,231,./data/test/./104.txt,1,231,True,100,0,1,1,False,False,False,100,False,False,False,False
30,Charles,303,./data/test/./104.txt,1,303,True,2,0,3,1,False,False,False,100,False,False,False,False
31,Diana,327,./data/test/./104.txt,1,327,True,100,100,1,0,False,False,False,100,False,False,False,False
32,Diana,336,./data/test/./104.txt,1,336,True,3,0,1,0,False,False,False,100,False,False,False,False
33,Diana,358,./data/test/./104.txt,1,358,True,5,100,1,1,False,False,False,100,False,False,False,False
34,Howard,5,./data/test/./110.txt,1,5,True,100,2,100,2,False,False,False,100,False,False,False,False
35,Hewitt,0,./data/test/./003.txt,1,0,True,100,3,100,100,False,False,False,100,False,False,False,False
36,Boateng,0,./data/test/./407.txt,1,0,True,100,0,100,0,False,False,False,100,False,False,False,False
37,Paul,122,./data/test/./407.txt,1,122,True,100,0,100,0,False,False,False,4,False,False,False,False
38,Pauls,181,./data/test/./407.txt,1,181,True,100,1,4,1,False,False,False,100,False,False,False,False
39,Paul,211,./data/test/./407.txt,1,211,True,100,100,4,0,False,False,False,100,True,False,False,False
40,Paul,246,./data/test/./407.txt,1,246,True,100,0,3,0,False,False,False,100,False,False,False,False
41,Paul,269,./data/test/./407.txt,1,269,True,5,100,1,0,False,False,False,100,False,False,False,False
42,Tonys,447,./data/test/./407.txt,1,447,True,100,3,2,1,False,False,False,100,True,False,False,False
43,Blair,6,./data/test/./405.txt,1,6,True,100,2,4,2,False,False,False,100,True,False,False,False
44,Howard,0,./data/test/./159.txt,1,0,True,100,100,100,3,False,False,False,100,False,False,False,False
45,Audrey,35,./data/test/./400.txt,1,35,True,100,100,2,100,False,False,False,100,False,False,False,False
46,Jim,138,./data/test/./400.txt,1,138,True,100,0,1,1,False,False,False,100,True,False,False,False
47,Audrey,181,./data/test/./400.txt,1,181,True,100,0,2,0,False,False,False,100,False,False,False,False
48,Blairs,0,./data/test/./206.txt,1,0,True,100,100,100,1,False,False,False,100,False,False,False,False
49,Blunkett,3,./data/test/./206.txt,1,3,True,100,100,1,1,False,False,False,100,False,False,False,False
50,David,93,./data/test/./206.txt,1,93,True,1,100,100,0,False,False,False,100,False,False,False,False
51,Giselle,117,./data/test/./199.txt,1,117,True,100,0,4,1,False,False,False,100,True,False,False,False
52,Stefans,143,./data/test/./199.txt,1,143,True,100,0,5,2,False,False,False,100,False,False,False,False
53,Browns,0,./data/test/./402.txt,1,0,True,100,100,100,100,False,False,False,100,False,False,False,False
54,Milburn,224,./data/test/./402.txt,1,224,True,1,0,2,0,False,False,False,100,False,False,False,False
55,Brown,227,./data/test/./402.txt,1,227,True,2,100,2,0,False,False,False,100,False,False,False,False
56,Brown,236,./data/test/./402.txt,1,236,True,100,0,2,0,False,False,False,100,False,False,False,False
57,Milburn,239,./data/test/./402.txt,1,239,True,2,100,2,2,False,False,False,100,False,False,True,False
58,Howard,0,./data/test/./013.txt,1,0,True,100,100,100,100,False,False,False,100,False,False,False,False
59,Cockerell,264,./data/test/./013.txt,1,264,True,1,100,4,0,False,False,False,100,False,False,False,False
60,Sandra,383,./data/test/./013.txt,1,383,True,100,0,3,1,False,False,False,100,False,False,True,False
61,Malik,0,./data/test/./143.txt,1,0,True,100,100,100,100,False,False,False,100,False,False,False,False
62,Shahid,352,./data/test/./143.txt,1,352,True,100,1,1,0,False,False,False,100,True,False,False,False
63,Kilroy-Silk,0,./data/test/./157.txt,1,0,True,100,100,100,1,False,False,False,100,False,False,False,False
64,Cherie,0,./data/test/./194.txt,1,0,True,100,100,100,1,False,False,False,100,False,False,False,False
65,Bush,4,./data/test/./194.txt,1,4,True,100,2,2,2,False,False,False,100,False,False,False,False
66,Ralph,124,./data/test/./037.txt,1,124,True,4,100,2,0,False,False,False,100,False,True,False,False
67,Abbas,0,./data/test/./209.txt,1,0,True,100,100,100,1,False,False,False,100,False,False,False,False
68,Kilroy,0,./data/test/./237.txt,1,0,True,100,100,100,100,False,False,False,100,False,False,False,False
69,Kennedy,0,./data/test/./223.txt,1,0,True,100,1,100,2,False,False,False,100,False,False,False,False
70,Blair,4,./data/test/./223.txt,1,4,True,2,100,1,100,False,False,False,100,False,False,True,False
71,Blair,0,./data/test/./021.txt,1,0,True,100,100,100,100,False,False,False,100,False,False,False,False
72,Brown,0,./data/test/./024.txt,1,0,True,100,100,100,2,False,False,False,100,False,False,False,False
73,Blunkett,0,./data/test/./031.txt,1,0,True,100,2,100,1,False,False,False,100,False,False,False,False
74,Blair,0,./data/test/./225.txt,1,0,True,100,0,100,0,False,False,False,100,False,False,False,False
75,Butler,0,./data/test/./027.txt,1,0,True,100,100,100,2,False,False,False,100,False,False,False,False
76,Blair,4,./data/test/./027.txt,1,4,True,100,2,1,100,False,False,False,100,True,False,True,False
77,Blair,246,./data/test/./027.txt,1,246,True,100,2,5,2,False,False,False,100,False,False,False,False
78,Howard,0,./data/test/./190.txt,1,0,True,100,1,100,1,False,False,False,100,False,False,False,False
79,Jimmy,164,./data/test/./190.txt,1,164,True,5,100,100,100,False,False,False,100,False,False,False,False
80,White,167,./data/test/./190.txt,1,167,True,100,2,100,2,False,False,False,100,False,False,True,False
81,Dracula,236,./data/test/./190.txt,1,236,True,5,2,3,3,False,False,False,100,False,False,False,False
82,Jacks,281,./data/test/./190.txt,1,281,True,100,100,4,100,False,False,False,100,False,False,False,False
83,Bush,26,./data/test/./191.txt,1,26,True,4,0,4,0,False,False,False,1,False,False,True,False
84,Blair,0,./data/test/./218.txt,1,0,True,100,1,100,100,False,False,False,100,False,False,False,False
85,Frost,38,./data/test/./218.txt,1,38,True,5,2,1,2,False,False,False,100,False,False,False,False
86,Browns,45,./data/test/./218.txt,1,45,True,4,3,3,100,False,False,False,100,True,False,True,False
87,Blair,0,./data/test/./280.txt,1,0,True,100,0,100,100,False,False,False,100,False,False,False,False
88,Bush,3,./data/test/./280.txt,1,3,True,2,100,100,100,False,False,False,100,False,False,False,False
89,Blair,0,./data/test/./257.txt,1,0,True,100,100,100,0,False,False,False,100,False,False,False,False
90,Brown,2,./data/test/./257.txt,1,2,True,100,100,1,1,False,False,False,100,False,False,False,False
91,Browns,261,./data/test/./257.txt,1,261,True,5,100,1,1,False,False,False,100,True,False,True,False
92,Ffion,90,./data/test/./083.txt,1,90,True,100,100,2,2,False,False,False,100,True,True,False,False
93,Blair,0,./data/test/./256.txt,1,0,True,100,2,100,2,False,False,False,100,False,False,False,False
94,Browns,171,./data/test/./256.txt,1,171,True,100,100,5,1,False,False,False,100,False,False,True,False
95,Kilroy-Silk,0,./data/test/./281.txt,1,0,True,100,100,100,100,False,False,False,100,False,False,False,False
96,Mandelson,0,./data/test/./297.txt,1,0,True,100,0,100,2,False,False,False,100,False,False,False,False
97,Campbell,4,./data/test/./297.txt,1,4,True,3,2,1,0,False,False,False,100,True,False,True,False
98,McConnell,0,./data/test/./094.txt,1,0,True,100,100,100,0,False,False,False,100,False,False,False,False
99,Brown,0,./data/test/./255.txt,1,0,True,100,100,100,0,False,False,False,100,False,False,False,False
100,Browns,94,./data/test/./255.txt,1,94,True,4,100,3,1,False,False,False,100,True,False,True,False
101,Brown,0,./data/test/./251.txt,1,0,True,100,2,100,0,False,False,False,100,False,False,False,False
102,Blair,2,./data/test/./251.txt,1,2,True,100,0,1,100,False,False,False,100,False,False,False,False
103,Gordon,234,./data/test/./251.txt,1,234,True,1,0,3,0,False,False,False,100,True,False,False,False
104,Carters,93,./data/test/./052.txt,1,93,True,2,3,2,2,False,False,False,1,True,False,True,False
105,Etzioni,214,./data/test/./052.txt,1,214,True,100,100,4,100,False,False,False,100,False,False,True,False
106,Etzioni,292,./data/test/./052.txt,1,292,True,100,100,100,1,False,False,False,100,False,False,True,False
107,Kennedy,0,./data/test/./093.txt,1,0,True,100,100,100,1,False,False,False,100,False,False,False,False
108,Blair,0,./data/test/./130.txt,1,0,True,100,0,100,1,False,False,False,100,False,False,False,False
109,Blair,200,./data/test/./290.txt,1,200,True,3,3,1,1,False,False,False,100,False,False,False,False
110,Forsyth,996,./data/test/./290.txt,1,996,True,100,1,1,100,False,False,False,100,False,False,False,False
111,Bush,1498,./data/test/./290.txt,1,1498,True,4,100,3,1,False,False,False,100,False,False,False,False
112,Blair,1500,./data/test/./290.txt,1,1500,True,100,2,2,100,False,False,False,100,False,False,False,False
113,Forsyth,2155,./data/test/./290.txt,1,2155,True,2,1,1,1,False,False,False,100,False,False,False,False
114,Forsyth,2298,./data/test/./290.txt,1,2298,True,5,1,3,1,False,False,False,100,False,False,True,False
115,Forsyth,2803,./data/test/./290.txt,1,2803,True,4,100,1,1,False,False,False,100,False,False,False,False
116,Churchill,2863,./data/test/./290.txt,1,2863,True,4,100,1,2,False,False,False,100,False,False,False,False
117,Hobbes,3225,./data/test/./290.txt,1,3225,True,100,1,1,1,False,False,False,100,False,False,False,False
118,Hobbes,3280,./data/test/./290.txt,1,3280,True,100,1,3,1,False,False,False,100,False,False,False,False
119,Frederick,3327,./data/test/./290.txt,1,3327,True,5,1,3,1,False,False,False,100,False,False,True,False
120,Freddies,3372,./data/test/./290.txt,1,3372,True,3,100,3,1,False,False,False,100,False,False,False,False
121,Stalins,3510,./data/test/./290.txt,1,3510,True,100,100,5,100,False,False,False,100,False,False,True,False
122,Ceausescus,3512,./data/test/./290.txt,1,3512,True,100,100,4,3,False,False,False,100,False,False,False,False
123,Muhammad,4031,./data/test/./290.txt,1,4031,True,100,1,5,1,False,False,False,100,False,False,False,False
124,Thatcher,4268,./data/test/./290.txt,1,4268,True,100,100,2,1,False,False,False,100,True,False,True,False
125,Tony Blairs,6,./data/test/./262.txt,2,5,True,100,100,2,1,False,False,False,100,False,False,False,False
126,Michael Howard,22,./data/test/./262.txt,2,21,True,4,0,4,0,False,False,False,100,False,False,False,False
127,Liam Fox,376,./data/test/./262.txt,2,375,True,3,0,5,1,False,False,False,100,False,False,False,False
128,Alan Milburn,413,./data/test/./262.txt,2,412,True,3,100,1,0,False,False,False,100,False,True,False,False
129,Tony Blairs,33,./data/test/./075.txt,2,32,True,1,100,100,1,False,False,False,100,False,False,False,False
130,Ken Livingstone,212,./data/test/./075.txt,2,211,True,100,100,1,0,False,False,False,100,True,False,False,False
131,Tony Blair,44,./data/test/./117.txt,2,43,True,3,0,2,3,False,False,False,100,False,False,False,False
132,David Blunkett,1,./data/test/./248.txt,2,0,True,100,100,100,0,False,False,False,100,False,False,False,False
133,David Blunkett,5,./data/test/./248.txt,2,4,True,100,2,2,1,False,False,False,100,True,True,False,False
134,Gordon Brown,192,./data/test/./274.txt,2,191,True,3,100,2,1,False,False,False,100,True,False,True,False
135,Bryan Ferry,57,./data/test/./066.txt,2,56,True,2,100,3,0,False,False,False,100,False,False,False,False
136,Otis Ferry,216,./data/test/./066.txt,2,215,True,100,100,4,0,False,False,False,100,True,False,False,False
137,David Redvers,267,./data/test/./066.txt,2,266,True,100,100,2,1,False,False,False,100,False,False,False,False
138,John Holliday,291,./data/test/./066.txt,2,290,True,100,100,1,1,False,False,False,100,False,False,False,False
139,Robert Thame,299,./data/test/./066.txt,2,298,True,100,100,3,1,False,False,False,100,True,True,True,False
140,Princes Charles,306,./data/test/./066.txt,2,305,True,100,100,1,0,False,False,False,100,False,False,False,False
141,Andrew Elliot,312,./data/test/./066.txt,2,311,True,100,100,4,1,False,False,False,100,True,False,False,False
142,Richard Wakeham,321,./data/test/./066.txt,2,320,True,100,100,100,1,False,False,False,100,False,False,False,False
143,Nick Wood,330,./data/test/./066.txt,2,329,True,100,100,4,1,False,False,False,100,False,False,False,False
144,Michael Martin,411,./data/test/./066.txt,2,410,True,100,1,3,2,False,False,False,100,True,False,True,False
145,Michael Howard,6,./data/test/./106.txt,2,5,True,3,0,2,0,False,False,False,100,False,False,False,False
146,Tony Blair,21,./data/test/./106.txt,2,20,True,100,3,1,0,False,False,False,100,False,False,True,False
147,Michael Howards,305,./data/test/./106.txt,2,304,True,3,2,3,3,False,False,False,100,False,False,False,False
148,Tony Blair,381,./data/test/./106.txt,2,380,True,3,0,2,100,False,False,False,100,False,False,False,False
149,Alan Milburn,65,./data/test/./107.txt,2,64,True,3,100,1,1,False,False,False,100,False,False,False,False
150,Tony Blair,72,./data/test/./107.txt,2,71,True,100,100,1,0,False,False,False,100,True,False,True,False
151,Roger Knapman,384,./data/test/./111.txt,2,383,True,4,0,5,0,False,False,False,100,False,False,False,False
152,Robert Kilroy-Silk,421,./data/test/./111.txt,2,420,True,5,100,1,1,False,False,False,100,True,False,True,False
153,Robert Kilroy-Silk,548,./data/test/./111.txt,2,547,True,3,0,4,1,False,False,False,100,False,False,True,False
154,Princes William,229,./data/test/./104.txt,2,228,True,4,2,3,0,False,False,False,100,False,False,False,False
155,St Georges,264,./data/test/./104.txt,2,263,True,100,100,1,1,False,False,False,100,True,False,True,False
156,Tony Blair,386,./data/test/./104.txt,2,385,True,4,0,3,1,False,False,False,100,False,False,False,False
157,Michael Howard,403,./data/test/./104.txt,2,402,True,3,100,3,0,False,False,False,100,False,False,False,False
158,Charles Kennedy,409,./data/test/./104.txt,2,408,True,100,100,4,100,False,False,False,100,False,False,True,False
159,Michael Howard,22,./data/test/./110.txt,2,21,True,2,0,2,0,False,False,False,100,False,False,False,False
160,Fraser Kemp,65,./data/test/./110.txt,2,64,True,100,2,100,2,False,False,False,100,False,False,False,False
161,Michael Howard,422,./data/test/./110.txt,2,421,True,3,0,1,0,False,False,False,100,False,False,False,False
162,Michael Howard,455,./data/test/./110.txt,2,454,True,3,0,3,0,False,False,False,100,False,False,False,False
163,Lord Dubs,22,./data/test/./266.txt,2,21,True,5,1,4,1,True,False,False,100,False,False,True,False
164,Sundar Katwala,69,./data/test/./266.txt,2,68,True,100,0,3,1,False,False,False,100,False,False,True,False
165,Ann Taylor,282,./data/test/./266.txt,2,281,True,1,100,4,0,False,False,False,100,False,False,False,False
166,Michael Howard,99,./data/test/./299.txt,2,98,True,3,0,2,0,False,False,False,100,False,False,True,False
167,Mark Oaten,245,./data/test/./299.txt,2,244,True,100,2,100,2,False,False,False,100,False,False,False,False
168,Michael Howard,254,./data/test/./299.txt,2,253,True,5,100,1,3,False,False,False,100,False,False,False,False
169,Des Browne,96,./data/test/./215.txt,2,95,True,100,3,100,3,False,False,False,100,False,False,False,False
170,Rhian Beynon,294,./data/test/./215.txt,2,293,True,100,3,2,0,False,False,False,100,False,False,False,False
171,Mark Rimmer,551,./data/test/./215.txt,2,550,True,100,0,5,1,False,False,False,100,True,False,False,False
172,Patricia Hewitt,28,./data/test/./003.txt,2,27,True,2,0,2,1,False,False,False,3,False,False,False,False
173,Paul Boateng,7,./data/test/./407.txt,2,6,True,5,2,2,2,False,False,False,100,True,False,True,False
174,Ann Grant,94,./data/test/./407.txt,2,93,True,5,100,4,1,False,False,False,100,False,False,True,False
175,Tony Blair,120,./data/test/./407.txt,2,119,True,100,2,5,2,False,False,False,1,True,False,True,False
176,Helen Liddell,425,./data/test/./407.txt,2,424,True,100,3,3,0,False,False,False,100,False,False,False,False
177,Mr Blairs,432,./data/test/./407.txt,2,431,True,2,100,2,1,True,False,False,100,False,False,True,False
178,Javier Solana,23,./data/test/./216.txt,2,22,True,100,100,5,100,False,False,False,100,True,False,True,False
179,Jonathan Dimbleby,83,./data/test/./216.txt,2,82,True,2,100,100,3,False,False,False,100,False,False,True,False
180,Mr Solanas,122,./data/test/./216.txt,2,121,True,4,1,2,2,True,False,False,100,True,False,False,False
181,David Blunkett,12,./data/test/./028.txt,2,11,True,4,100,1,1,False,False,False,100,False,False,False,False
182,Richard Mawrey,87,./data/test/./148.txt,2,86,True,100,1,100,2,False,False,False,4,False,False,True,False
183,Muhammad Afzal,133,./data/test/./148.txt,2,132,True,100,100,1,2,False,False,False,100,False,False,False,False
184,Mohammed Islam,135,./data/test/./148.txt,2,134,True,100,3,3,0,False,False,False,100,False,False,True,False
185,Tony Blair,8,./data/test/./405.txt,2,7,True,100,0,5,0,False,False,False,100,True,False,False,False
186,Michael Howards,45,./data/test/./405.txt,2,44,True,100,100,3,1,False,False,False,100,True,False,False,False
187,Cardinal OConnor,179,./data/test/./405.txt,2,178,True,100,0,2,2,False,False,False,100,True,False,False,False
188,Charles Kennedy,355,./data/test/./405.txt,2,354,True,100,1,4,2,False,False,False,100,False,False,False,False
189,Anne Weyman,506,./data/test/./405.txt,2,505,True,100,100,2,2,False,False,False,100,False,False,False,False
190,Gordon Brown,5,./data/test/./175.txt,2,4,True,100,0,100,0,False,False,False,4,False,False,False,False
191,Oliver Letwin,106,./data/test/./175.txt,2,105,True,4,0,3,0,False,False,False,100,False,False,False,False
192,Mr Straw,173,./data/test/./029.txt,2,172,True,2,3,3,100,True,False,False,100,True,False,False,False
193,Patricia Hewitt,28,./data/test/./001.txt,2,27,True,100,1,3,100,False,False,False,1,False,False,True,False
194,Theresa May,248,./data/test/./001.txt,2,247,True,100,3,2,3,False,False,False,100,False,False,True,False
195,Gordon Brown,256,./data/test/./001.txt,2,255,True,2,100,1,0,False,False,False,100,False,False,False,False
196,Tony Blair,265,./data/test/./001.txt,2,264,True,100,0,1,0,False,False,False,100,True,False,False,False
197,Sandra Gidley,298,./data/test/./001.txt,2,297,True,100,3,2,100,False,False,False,100,False,False,False,False
198,David Frost,357,./data/test/./001.txt,2,356,True,100,100,3,2,False,False,False,100,False,False,True,False
199,Tony Blair,45,./data/test/./159.txt,2,44,True,3,100,1,0,False,False,False,100,False,True,False,False
200,Alan Milburn,449,./data/test/./159.txt,2,448,True,5,100,4,1,False,False,False,100,False,False,False,False
201,Harold Wilson,68,./data/test/./400.txt,2,67,True,100,100,1,100,False,False,False,100,False,False,True,False
202,Jim Callaghan,131,./data/test/./400.txt,2,130,True,1,100,2,0,False,False,False,100,False,False,False,False
203,Jim Callaghan,254,./data/test/./400.txt,2,253,True,5,1,1,0,False,False,False,100,False,False,False,False
204,Charles Kennedy,290,./data/test/./400.txt,2,289,True,100,3,5,3,False,False,False,100,False,False,False,False
205,Harold Wilson,440,./data/test/./400.txt,2,439,True,3,100,4,0,False,False,False,100,False,False,False,False
206,Idi Amins,538,./data/test/./400.txt,2,537,True,1,3,1,1,False,False,False,100,False,False,True,False
207,Margaret Thatcher,653,./data/test/./400.txt,2,652,True,100,0,4,0,False,False,False,100,True,False,False,False
208,Colin Asplin,158,./data/test/./004.txt,2,157,True,5,100,3,100,False,False,False,100,False,False,True,False
209,David Blunketts,10,./data/test/./206.txt,2,9,True,1,1,1,2,False,False,False,100,False,False,False,False
210,Tony Blair,25,./data/test/./206.txt,2,24,True,4,0,4,1,False,False,False,100,False,False,True,False
211,Dominic Grieve,73,./data/test/./206.txt,2,72,True,100,100,2,1,False,False,False,100,True,False,True,False
212,Martin ONeill,186,./data/test/./206.txt,2,185,True,100,100,5,0,False,False,False,100,False,True,False,False
213,Ian Gibson,224,./data/test/./206.txt,2,223,True,5,100,100,0,False,False,False,100,False,True,False,False
214,Michael Howard,16,./data/test/./212.txt,2,15,True,4,2,2,0,False,False,False,100,True,False,False,False
215,John Howard,94,./data/test/./212.txt,2,93,True,100,0,5,100,False,False,False,100,False,False,True,False
216,Patricia Hewitt,29,./data/test/./199.txt,2,28,True,2,0,2,0,False,False,False,100,False,False,False,False
217,Warren Leblanc,123,./data/test/./199.txt,2,122,True,4,3,3,2,False,False,False,100,False,True,False,False
218,Roger Bennett,192,./data/test/./199.txt,2,191,True,2,0,2,1,False,False,False,100,False,False,False,False
219,David Bell,34,./data/test/./172.txt,2,33,True,100,100,3,0,False,False,False,100,False,False,False,False
220,Gordon Brown,12,./data/test/./402.txt,2,11,True,4,0,1,0,False,False,False,100,False,False,False,False
221,Alan Milburn,18,./data/test/./402.txt,2,17,True,2,100,2,0,False,False,False,100,False,False,False,False
222,Alan Johnson,28,./data/test/./402.txt,2,27,True,4,0,3,1,False,False,False,100,False,False,False,False
223,Gordon Brown,208,./data/test/./402.txt,2,207,True,3,0,100,0,False,False,False,100,False,False,True,False
224,John Majors,279,./data/test/./013.txt,2,278,True,4,3,1,3,False,False,False,100,True,False,False,False
225,Rory Bremners,333,./data/test/./013.txt,2,332,True,5,100,1,1,False,False,False,100,True,False,False,False
226,Alastair Campbell,418,./data/test/./013.txt,2,417,True,100,100,100,0,False,False,False,100,False,False,False,False
227,Mr Howard,433,./data/test/./013.txt,2,432,True,1,1,2,100,True,False,False,100,False,False,True,False
228,Ken Clarke,499,./data/test/./013.txt,2,498,True,100,0,5,3,False,False,False,100,True,False,False,False
229,Michael Howard,551,./data/test/./013.txt,2,550,True,100,100,3,100,False,False,False,100,False,False,True,False
230,Jack Straw,281,./data/test/./208.txt,2,280,True,5,100,3,1,False,False,False,1,False,False,True,False
231,Tony Blair,24,./data/test/./022.txt,2,23,True,2,0,2,0,False,False,False,100,False,False,False,False
232,Mr Howard,204,./data/test/./022.txt,2,203,True,1,1,4,1,True,False,False,100,False,False,True,False
233,Jack Straw,115,./data/test/./195.txt,2,114,True,4,0,100,1,False,False,False,100,False,False,False,False
234,Tony Blairs,218,./data/test/./142.txt,2,217,True,1,2,1,2,False,False,False,100,False,False,False,False
235,Neil OBrien,240,./data/test/./142.txt,2,239,True,4,100,5,1,False,False,False,100,False,False,False,False
236,Charles Kennedy,327,./data/test/./142.txt,2,326,True,100,100,100,0,False,False,False,100,False,True,False,False
237,Jack Straw,461,./data/test/./142.txt,2,460,True,100,100,3,0,False,False,False,100,False,True,False,False
238,Keith Vaz,310,./data/test/./143.txt,2,309,True,100,100,5,2,False,False,False,100,False,False,False,False
239,Paul Boateng,312,./data/test/./143.txt,2,311,True,100,100,100,0,False,False,False,100,False,False,True,False
240,Bernie Grant,315,./data/test/./143.txt,2,314,True,100,100,1,1,False,False,False,100,False,False,False,False
241,Ruth Kelly,46,./data/test/./157.txt,2,45,True,100,1,4,1,False,False,False,100,True,False,True,False
242,Jonathan Dimbleby,185,./data/test/./157.txt,2,184,True,100,1,3,2,False,False,False,100,False,False,False,False
243,Jonathan Dimbleby,318,./data/test/./157.txt,2,317,True,4,0,1,0,False,False,False,100,False,False,False,False
244,Gary ODonoghue,178,./data/test/./194.txt,2,177,True,100,0,5,3,False,False,False,100,True,False,False,False
245,David Miliband,2,./data/test/./037.txt,2,1,True,100,3,100,100,False,False,False,100,False,False,True,False
246,David Milibands,4,./data/test/./037.txt,2,3,True,100,1,100,2,False,False,False,100,False,False,True,False
247,Tony Blair,93,./data/test/./037.txt,2,92,True,4,100,1,0,False,False,False,100,False,False,False,False
248,David Miliband,166,./data/test/./037.txt,2,165,True,5,0,3,2,False,False,False,100,False,False,True,False
249,John Beaumont,40,./data/test/./023.txt,2,39,True,5,0,4,0,False,False,False,2,False,False,False,False
250,Barry Sheerman,253,./data/test/./023.txt,2,252,True,4,3,5,3,False,False,False,100,False,False,False,False
251,Condoleezza Rice,241,./data/test/./209.txt,2,240,True,100,100,2,100,False,False,False,3,False,False,True,False
252,Kofi Annan,246,./data/test/./209.txt,2,245,True,100,100,100,3,False,False,False,2,False,False,True,False
253,Tony Blair,22,./data/test/./223.txt,2,21,True,100,100,3,0,False,False,False,100,False,False,False,False
254,Tony Blair,132,./data/test/./223.txt,2,131,True,100,100,1,2,False,False,False,3,False,False,False,False
255,Michael Howard,134,./data/test/./223.txt,2,133,True,100,2,3,0,False,False,False,5,False,False,True,False
256,Tony Blair,228,./data/test/./223.txt,2,227,True,2,100,1,0,False,False,False,100,True,False,False,False
257,Michael Howard,351,./data/test/./223.txt,2,350,True,100,0,1,0,False,False,False,100,True,False,False,False
258,Gordon Browns,10,./data/test/./021.txt,2,9,True,3,1,3,100,False,False,False,1,False,False,True,False
259,John Major,93,./data/test/./021.txt,2,92,True,2,3,1,0,False,False,False,100,False,False,False,False
260,Carl Emmerson,298,./data/test/./021.txt,2,297,True,2,100,2,0,False,False,False,100,False,False,False,False
261,David Page,329,./data/test/./021.txt,2,328,True,100,100,2,0,False,False,False,100,False,False,False,False
262,Oliver Letwin,370,./data/test/./021.txt,2,369,True,100,3,5,100,False,False,False,100,False,False,False,False
263,Vincent Cable,435,./data/test/./021.txt,2,434,True,2,100,5,0,False,False,False,100,False,False,False,False
264,David Davis,158,./data/test/./182.txt,2,157,True,100,100,100,1,False,False,False,100,False,False,False,False
265,Tony Blair,175,./data/test/./182.txt,2,174,True,100,100,1,3,False,False,False,100,False,False,False,False
266,Mark Oaten,524,./data/test/./182.txt,2,523,True,100,100,100,3,False,False,False,100,False,False,False,False
267,James Ford,163,./data/test/./168.txt,2,162,True,100,2,5,2,False,False,False,100,False,False,False,False
268,David Davis,515,./data/test/./168.txt,2,514,True,100,100,5,2,False,False,False,100,True,False,False,False
269,Mark Oaten,567,./data/test/./168.txt,2,566,True,100,100,100,1,False,False,False,100,False,False,False,False
