All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,POST_IS_PREPOSITION
Brown,390,./data/test/./128.txt,1,390,False,2,2,4,3,False,False,False,100,True,False,True,False
Brown,455,./data/test/./128.txt,1,455,False,100,0,3,1,False,False,False,100,False,False,False,False
Borrowing,487,./data/test/./128.txt,1,487,False,4,100,2,1,False,False,False,100,False,False,False,False
Marchs,501,./data/test/./128.txt,1,501,False,100,3,1,1,False,False,False,100,True,False,False,False
Office,508,./data/test/./128.txt,1,508,False,3,100,1,0,False,False,False,100,False,False,False,False
National,510,./data/test/./128.txt,1,510,False,5,2,1,2,False,False,False,100,False,False,True,False
Statistics,511,./data/test/./128.txt,1,511,False,100,1,2,1,False,False,False,100,False,False,True,False
Borrowing,512,./data/test/./128.txt,1,512,False,100,0,3,0,False,False,False,100,False,False,True,False
Brown,530,./data/test/./128.txt,1,530,False,100,100,2,1,False,False,False,100,False,False,False,False
March,534,./data/test/./128.txt,1,534,False,100,2,1,3,False,False,False,100,True,False,False,False
Inflation,536,./data/test/./128.txt,1,536,False,100,0,3,1,False,False,False,100,True,False,False,False
Brown,550,./data/test/./128.txt,1,550,False,3,100,3,100,False,False,False,100,False,False,False,False
Business,562,./data/test/./128.txt,1,562,False,100,1,2,1,False,False,False,100,False,False,False,False
Simon,587,./data/test/./128.txt,1,587,False,5,100,3,1,False,False,False,100,False,False,True,False
Sweetman,588,./data/test/./128.txt,1,588,False,100,100,4,0,False,False,False,100,False,False,False,False
Federation,591,./data/test/./128.txt,1,591,False,100,100,1,0,False,False,False,100,False,False,False,False
Small,593,./data/test/./128.txt,1,593,False,100,100,1,100,False,False,False,100,False,False,True,False
Businesses,594,./data/test/./128.txt,1,594,False,100,100,2,3,False,False,False,100,False,False,True,False
Assembly,0,./data/test/./061.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
Hundreds,4,./data/test/./061.txt,1,4,False,100,100,100,0,False,False,False,100,False,False,False,False
North,15,./data/test/./061.txt,1,15,False,100,1,1,1,False,False,False,100,True,False,True,False
East,16,./data/test/./061.txt,1,16,False,100,0,2,0,False,False,False,100,True,False,True,False
Royal,19,./data/test/./061.txt,1,19,False,2,1,2,2,False,False,False,100,False,False,True,False
Mail,20,./data/test/./061.txt,1,20,False,3,0,3,1,False,False,False,100,False,False,True,False
County,34,./data/test/./061.txt,1,34,False,5,100,1,1,False,False,False,100,True,False,True,False
Durham,35,./data/test/./061.txt,1,35,False,100,100,2,0,False,False,False,100,True,False,True,False
Officials,41,./data/test/./061.txt,1,41,False,100,100,4,0,False,False,False,100,False,False,False,False
Darlington,43,./data/test/./061.txt,1,43,False,100,100,1,1,False,False,False,100,True,False,True,False
Council,44,./data/test/./061.txt,1,44,False,100,100,2,0,False,False,False,100,True,False,True,False
November,74,./data/test/./061.txt,1,74,False,5,100,2,2,False,False,False,100,True,False,True,False
Darlington,78,./data/test/./061.txt,1,78,False,100,3,1,3,False,False,False,100,False,False,True,False
Council,79,./data/test/./061.txt,1,79,False,100,2,2,2,False,False,False,100,False,False,True,False
Royal,92,./data/test/./061.txt,1,92,False,2,100,1,3,False,False,False,100,False,False,True,False
Mail,93,./data/test/./061.txt,1,93,False,3,100,2,2,False,False,False,100,False,False,True,False
Somewhere,94,./data/test/./061.txt,1,94,False,4,100,3,1,False,False,False,100,False,False,True,False
Royal,111,./data/test/./061.txt,1,111,False,3,1,3,1,False,False,False,100,False,False,True,False
Mail,112,./data/test/./061.txt,1,112,False,4,0,4,0,False,False,False,100,False,False,True,False
Royal,129,./data/test/./061.txt,1,129,False,100,100,1,3,False,False,False,100,False,False,True,False
Mail,130,./data/test/./061.txt,1,130,False,100,100,2,2,False,False,False,100,False,False,True,False
Mowden,143,./data/test/./061.txt,1,143,False,100,100,5,1,False,False,False,100,True,False,False,False
Darlington,146,./data/test/./061.txt,1,146,False,100,1,1,1,False,False,False,100,True,False,False,False
No-one,178,./data/test/./061.txt,1,178,False,5,0,2,0,False,False,False,100,False,False,False,False
Darlington,212,./data/test/./061.txt,1,212,False,100,100,1,100,False,False,False,100,False,False,True,False
Council,213,./data/test/./061.txt,1,213,False,100,100,2,3,False,False,False,100,False,False,True,False
Initially,216,./data/test/./061.txt,1,216,False,100,1,5,0,False,False,False,100,False,False,False,False
Mowden,226,./data/test/./061.txt,1,226,False,100,0,1,0,False,False,False,100,True,False,False,False
Electoral,258,./data/test/./061.txt,1,258,False,100,1,1,100,False,False,False,100,False,False,True,False
Commission,259,./data/test/./061.txt,1,259,False,100,0,2,100,False,False,False,100,False,False,True,False
BBC,261,./data/test/./061.txt,1,261,False,1,100,4,2,False,False,False,100,False,False,True,False
News,262,./data/test/./061.txt,1,262,False,2,3,5,1,False,False,False,100,False,False,True,False
Online,263,./data/test/./061.txt,1,263,False,3,2,100,0,False,False,False,100,False,False,True,False
North,315,./data/test/./061.txt,1,315,False,100,100,1,100,False,False,False,100,True,False,False,False
East,316,./data/test/./061.txt,1,316,False,100,100,2,100,False,False,False,100,False,False,True,False
Minimum,0,./data/test/./103.txt,1,0,False,100,0,100,1,False,False,False,100,False,False,False,False
Foster,5,./data/test/./103.txt,1,5,False,4,2,3,1,False,False,False,100,False,False,False,False
Payment,23,./data/test/./103.txt,1,23,False,2,100,2,2,False,False,False,100,False,False,False,False
Minister,44,./data/test/./103.txt,1,44,False,100,100,2,0,False,False,False,100,False,False,False,False
Children,46,./data/test/./103.txt,1,46,False,100,100,1,2,False,False,False,2,False,False,True,False
Young,47,./data/test/./103.txt,1,47,False,100,100,2,1,False,False,False,3,False,False,True,False
People,48,./data/test/./103.txt,1,48,False,100,100,3,0,False,False,False,4,False,False,True,False
Families,50,./data/test/./103.txt,1,50,False,100,2,1,100,False,False,False,100,False,False,False,False
Margaret,51,./data/test/./103.txt,1,51,False,100,1,2,100,False,False,False,100,False,False,True,False
Hodge,52,./data/test/./103.txt,1,52,False,100,0,3,3,False,False,False,100,False,False,False,False
However,66,./data/test/./103.txt,1,66,False,5,3,4,2,False,False,False,100,False,False,False,False
Hodge,108,./data/test/./103.txt,1,108,False,4,3,5,100,False,False,False,100,False,False,False,False
Foster,110,./data/test/./103.txt,1,110,False,100,1,100,2,False,False,False,100,False,False,False,False
Children,196,./data/test/./103.txt,1,196,False,3,100,1,1,False,False,False,100,False,False,True,False
Bill,197,./data/test/./103.txt,1,197,False,4,100,2,0,False,False,False,100,False,False,True,False
Commons,202,./data/test/./103.txt,1,202,False,100,2,1,2,False,False,False,100,False,False,False,False
Fostering,211,./data/test/./103.txt,1,211,False,5,100,4,100,False,False,False,100,True,False,True,False
Network,212,./data/test/./103.txt,1,212,False,100,100,5,100,False,False,False,100,True,False,True,False
Robert,215,./data/test/./103.txt,1,215,False,100,100,100,2,False,False,False,100,False,False,True,False
Tapsfield,216,./data/test/./103.txt,1,216,False,100,100,100,1,False,False,False,100,False,False,False,False
England,248,./data/test/./103.txt,1,248,False,100,100,1,1,False,False,False,100,True,False,False,False
Association,299,./data/test/./103.txt,1,299,False,100,100,1,0,False,False,False,100,False,False,True,False
Directors,301,./data/test/./103.txt,1,301,False,100,100,1,0,False,False,False,100,False,False,False,False
Social,303,./data/test/./103.txt,1,303,False,100,2,3,3,False,False,False,100,False,False,True,False
Services,304,./data/test/./103.txt,1,304,False,100,1,4,2,False,False,False,100,False,False,True,False
Tony,315,./data/test/./103.txt,1,315,False,100,100,3,1,False,False,False,100,False,False,True,False
Hunter,316,./data/test/./103.txt,1,316,False,100,100,4,0,False,False,False,100,False,False,False,False
Governments,332,./data/test/./103.txt,1,332,False,3,100,1,100,False,False,False,100,False,False,False,False
ADSS,335,./data/test/./103.txt,1,335,False,100,100,4,100,False,False,False,100,False,False,False,False
Boothroyd,0,./data/test/./117.txt,1,0,False,100,100,100,1,False,False,False,100,False,False,False,False
Lords,3,./data/test/./117.txt,1,3,False,100,3,1,3,False,False,False,100,False,False,False,False
Betty,5,./data/test/./117.txt,1,5,False,100,1,3,1,False,False,False,100,False,False,True,False
Boothroyd,6,./data/test/./117.txt,1,6,False,100,0,4,0,False,False,False,100,False,False,True,False
House,10,./data/test/./117.txt,1,10,False,2,100,1,0,False,False,False,100,False,False,False,False
Lords,12,./data/test/./117.txt,1,12,False,4,2,1,1,False,False,False,100,False,False,False,False
Speaker,16,./data/test/./117.txt,1,16,False,1,3,1,0,False,False,False,100,False,False,False,False
Baroness,29,./data/test/./117.txt,1,29,False,100,2,3,1,False,False,False,100,True,True,True,False
Boothroyd,30,./data/test/./117.txt,1,30,False,100,1,4,0,False,False,False,100,False,True,True,False
Commons,38,./data/test/./117.txt,1,38,False,1,1,1,2,False,False,False,100,False,False,True,False
Speaker,39,./data/test/./117.txt,1,39,False,2,0,2,1,False,False,False,100,False,False,True,False
Tony,43,./data/test/./117.txt,1,43,False,3,1,2,100,False,False,False,100,False,False,True,False
Blair,44,./data/test/./117.txt,1,44,False,4,0,3,3,False,False,False,100,False,False,True,False
BBCs,71,./data/test/./117.txt,1,71,False,2,100,1,1,False,False,False,100,False,False,True,False
Breakfast,72,./data/test/./117.txt,1,72,False,3,100,2,0,False,False,False,100,False,False,True,False
Frost,74,./data/test/./117.txt,1,74,False,5,3,1,100,False,False,False,100,False,False,True,False
Labour,77,./data/test/./117.txt,1,77,False,100,0,4,1,False,False,False,100,False,False,False,False
Lords,84,./data/test/./117.txt,1,84,False,100,100,1,100,False,False,False,100,False,False,False,False
Labour,112,./data/test/./117.txt,1,112,False,5,2,2,3,False,False,False,100,True,False,False,False
Lords,127,./data/test/./117.txt,1,127,False,100,100,4,0,False,False,False,100,True,False,False,False
Lord,131,./data/test/./117.txt,1,131,False,100,1,5,100,True,False,False,100,False,False,True,False
Falconer,132,./data/test/./117.txt,1,132,False,100,0,3,100,False,False,False,100,False,False,True,False
Breakfast,135,./data/test/./117.txt,1,135,False,2,100,100,3,False,False,False,100,False,False,True,False
Frost,137,./data/test/./117.txt,1,137,False,4,100,100,1,False,False,False,100,False,False,True,False
Commons,143,./data/test/./117.txt,1,143,False,100,0,1,0,False,False,False,100,False,False,False,False
House,178,./data/test/./117.txt,1,178,False,4,100,1,0,False,False,False,100,False,False,False,False
Lords,180,./data/test/./117.txt,1,180,False,100,2,3,2,False,False,False,100,False,False,False,False
Cabinet,194,./data/test/./117.txt,1,194,False,100,100,1,0,False,False,False,100,True,False,False,False
Lady,199,./data/test/./117.txt,1,199,False,100,1,4,2,False,False,False,100,False,False,True,False
Boothroyd,200,./data/test/./117.txt,1,200,False,100,0,5,1,False,False,False,1,False,False,True,False
Speaker,216,./data/test/./117.txt,1,216,False,4,1,1,100,False,False,False,100,False,False,False,False
Speaker,224,./data/test/./117.txt,1,224,False,2,100,1,0,False,False,False,100,True,False,False,False
House,227,./data/test/./117.txt,1,227,False,5,100,1,0,False,False,False,100,True,False,False,False
Cabinet,253,./data/test/./117.txt,1,253,False,100,100,2,1,False,False,False,100,True,False,False,False
Speaker,256,./data/test/./117.txt,1,256,False,100,100,1,0,False,False,False,100,True,False,False,False
Lords,259,./data/test/./117.txt,1,259,False,100,100,1,3,False,False,False,100,False,False,False,False
House,271,./data/test/./117.txt,1,271,False,4,1,1,0,False,False,False,100,False,False,False,False
Blunkett,0,./data/test/./102.txt,1,0,True,100,1,100,1,False,False,False,100,False,False,False,False
Blair,5,./data/test/./102.txt,1,5,True,3,100,3,100,False,False,False,100,False,False,True,False
Prime,6,./data/test/./102.txt,1,6,False,4,3,4,100,False,False,False,100,False,False,True,False
Minister,7,./data/test/./102.txt,1,7,False,5,2,5,3,False,False,False,100,False,False,True,False
Tony,8,./data/test/./102.txt,1,8,False,100,1,100,2,False,False,False,1,False,False,True,False
Blair,9,./data/test/./102.txt,1,9,False,100,0,100,1,False,False,False,2,False,False,False,False
David,22,./data/test/./102.txt,1,22,False,100,100,3,1,False,False,False,100,False,False,True,False
Blunkett,23,./data/test/./102.txt,1,23,False,100,100,4,0,False,False,False,100,False,False,True,False
Tories,25,./data/test/./102.txt,1,25,True,100,100,1,0,False,False,False,100,False,False,True,False
Lib,28,./data/test/./102.txt,1,28,False,100,1,1,1,False,False,False,100,False,False,True,False
Dems,29,./data/test/./102.txt,1,29,False,100,0,2,0,False,False,False,100,False,False,True,False
Blunketts,45,./data/test/./102.txt,1,45,False,100,100,2,100,False,False,False,100,True,False,False,False
Sir,48,./data/test/./102.txt,1,48,False,100,2,5,3,True,False,False,100,False,False,True,False
Alan,49,./data/test/./102.txt,1,49,False,100,1,100,2,False,False,False,100,False,False,True,False
Budd,50,./data/test/./102.txt,1,50,False,100,0,100,1,False,False,False,100,False,False,True,False
Blunkett,58,./data/test/./102.txt,1,58,False,100,0,4,0,False,False,False,100,False,False,False,False
Leoncia,60,./data/test/./102.txt,1,60,False,1,2,1,3,False,False,False,100,False,False,True,False
Casalmes,61,./data/test/./102.txt,1,61,False,2,1,2,2,False,False,False,100,False,False,False,False
Middle,72,./data/test/./102.txt,1,72,False,100,100,1,100,False,False,False,100,False,False,True,False
East,73,./data/test/./102.txt,1,73,False,100,3,2,100,False,False,False,100,False,False,True,False
Blair,76,./data/test/./102.txt,1,76,False,100,0,5,1,False,False,False,100,False,False,True,False
Blunkett,82,./data/test/./102.txt,1,82,False,5,1,4,0,False,False,False,100,False,False,False,False
Tuesday,90,./data/test/./102.txt,1,90,False,3,2,3,3,False,False,False,100,False,False,True,False
Sir,91,./data/test/./102.txt,1,91,False,4,1,4,2,True,False,False,100,False,False,True,False
Alan,92,./data/test/./102.txt,1,92,False,5,0,5,1,False,False,False,100,False,False,False,False
Kimberly,105,./data/test/./102.txt,1,105,False,2,2,1,2,False,False,False,100,True,False,True,False
Quinns,106,./data/test/./102.txt,1,106,False,3,1,2,1,False,False,False,100,False,False,False,False
Blunketts,129,./data/test/./102.txt,1,129,False,3,1,4,1,False,False,False,100,False,False,False,False
Sir,162,./data/test/./102.txt,1,162,False,100,100,4,100,True,False,False,100,False,False,True,False
Alans,163,./data/test/./102.txt,1,163,False,100,3,5,100,False,False,False,100,False,False,False,False
Blair,166,./data/test/./102.txt,1,166,False,100,0,100,3,False,False,False,100,False,False,False,False
BBC,168,./data/test/./102.txt,1,168,False,1,2,100,1,False,False,False,100,False,False,True,False
News,169,./data/test/./102.txt,1,169,False,2,1,100,0,False,False,False,100,False,False,True,False
BBC,181,./data/test/./102.txt,1,181,False,1,100,4,3,False,False,False,100,True,False,True,False
News,182,./data/test/./102.txt,1,182,False,2,100,5,2,False,False,False,100,True,False,True,False
Asked,195,./data/test/./102.txt,1,195,False,5,3,2,0,False,False,False,100,True,False,False,False
Blunkett,198,./data/test/./102.txt,1,198,False,3,0,2,2,False,False,False,100,False,False,False,False
David,215,./data/test/./102.txt,1,215,True,4,100,1,0,False,False,False,100,False,False,False,False
Hes,221,./data/test/./102.txt,1,221,False,100,0,2,0,False,False,False,100,False,False,False,False
Conservative,260,./data/test/./102.txt,1,260,False,100,100,1,3,False,False,False,100,False,False,False,False
Michael,262,./data/test/./102.txt,1,262,False,100,3,3,1,False,False,False,100,False,False,True,False
Howard,263,./data/test/./102.txt,1,263,False,100,2,4,0,False,False,False,100,False,False,False,False
Blunketts,273,./data/test/./102.txt,1,273,False,2,100,100,100,False,False,False,100,False,False,False,False
Sir,310,./data/test/./102.txt,1,310,False,1,100,5,100,True,False,False,100,False,False,True,False
Alan,311,./data/test/./102.txt,1,311,False,2,100,100,3,False,False,False,100,False,False,True,False
Budd,312,./data/test/./102.txt,1,312,False,3,100,100,2,False,False,False,100,False,False,True,False
Earlier,337,./data/test/./102.txt,1,337,False,3,100,3,100,False,False,False,100,False,False,False,False
Howard,339,./data/test/./102.txt,1,339,False,5,2,5,2,False,False,False,100,False,False,False,False
Lib,377,./data/test/./102.txt,1,377,False,100,100,2,100,False,False,False,100,False,False,True,False
Dem,378,./data/test/./102.txt,1,378,False,100,100,3,100,False,False,False,100,False,False,True,False
Mark,382,./data/test/./102.txt,1,382,False,100,2,100,3,False,False,False,100,False,False,True,False
Oaten,383,./data/test/./102.txt,1,383,False,100,1,100,2,False,False,False,100,False,False,False,False
Next,398,./data/test/./102.txt,1,398,False,100,0,100,1,False,False,False,100,False,False,False,False
Blunkett,423,./data/test/./102.txt,1,423,False,100,0,3,1,False,False,False,100,False,False,False,False
Sir,436,./data/test/./102.txt,1,436,False,4,100,1,3,True,False,False,100,True,False,True,False
Alans,437,./data/test/./102.txt,1,437,False,5,100,2,2,False,False,False,100,True,False,False,False
Tory,0,./data/test/./089.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
David,5,./data/test/./089.txt,1,5,False,100,1,100,1,False,False,False,100,False,False,True,False
McLetchie,6,./data/test/./089.txt,1,6,False,100,0,100,0,False,False,False,100,False,False,False,False
Scottish,26,./data/test/./089.txt,1,26,False,100,2,1,2,False,False,False,100,False,False,True,False
Conservative,27,./data/test/./089.txt,1,27,False,100,1,2,1,False,False,False,100,False,False,True,False
Tods,36,./data/test/./089.txt,1,36,False,100,1,1,1,False,False,False,100,False,False,True,False
Murray,37,./data/test/./089.txt,1,37,False,100,0,2,0,False,False,False,100,False,False,True,False
Friday,47,./data/test/./089.txt,1,47,False,100,3,1,0,False,False,False,100,True,False,False,False
McLetchie,62,./data/test/./089.txt,1,62,False,100,0,4,0,False,False,False,100,False,False,False,False
Holyrood,67,./data/test/./089.txt,1,67,False,4,100,1,1,False,False,False,100,False,False,False,False
Labour,76,./data/test/./089.txt,1,76,False,2,0,2,1,False,False,False,100,False,False,False,False
Tory,87,./data/test/./089.txt,1,87,False,3,100,4,3,False,False,False,100,False,False,True,False
McLetchie,94,./data/test/./089.txt,1,94,False,100,100,3,2,False,False,False,100,False,False,False,False
Edinburgh,116,./data/test/./089.txt,1,116,False,100,3,1,1,False,False,False,100,False,False,True,False
Airport,117,./data/test/./089.txt,1,117,False,100,2,2,0,False,False,False,100,False,False,True,False
MSP,119,./data/test/./089.txt,1,119,False,100,0,1,0,False,False,False,100,False,False,True,False
Tods,125,./data/test/./089.txt,1,125,False,4,2,1,1,False,False,False,100,True,False,True,False
Murray,126,./data/test/./089.txt,1,126,False,5,1,2,0,False,False,False,100,True,False,True,False
McLetchie,135,./data/test/./089.txt,1,135,False,100,0,3,0,False,False,False,100,False,False,False,False
Explaining,180,./data/test/./089.txt,1,180,False,3,1,4,0,False,False,False,100,False,False,False,False
McLetchie,188,./data/test/./089.txt,1,188,False,100,2,3,2,False,False,False,100,False,False,False,False
Tods,203,./data/test/./089.txt,1,203,False,100,3,1,3,False,False,False,100,False,False,True,False
Murray,204,./data/test/./089.txt,1,204,False,100,2,2,2,False,False,False,100,False,False,True,False
However,205,./data/test/./089.txt,1,205,False,100,1,3,1,False,False,False,100,False,False,True,False
Tods,232,./data/test/./089.txt,1,232,False,100,100,5,1,False,False,False,100,False,False,True,False
Murray,233,./data/test/./089.txt,1,233,False,100,3,2,0,False,False,False,100,False,False,True,False
Tods,272,./data/test/./089.txt,1,272,False,2,100,1,1,False,False,False,100,True,False,True,False
Murray,273,./data/test/./089.txt,1,273,False,3,100,2,0,False,False,False,100,True,False,True,False
Labour,286,./data/test/./089.txt,1,286,False,100,3,2,3,False,False,False,100,True,False,True,False
MSP,287,./data/test/./089.txt,1,287,False,100,2,3,2,False,False,False,100,True,False,True,False
Christine,288,./data/test/./089.txt,1,288,False,100,1,4,1,False,False,False,100,True,False,True,False
May,289,./data/test/./089.txt,1,289,False,100,0,5,0,False,False,False,100,False,False,False,False
McLetchie,293,./data/test/./089.txt,1,293,False,2,0,3,0,False,False,False,100,False,False,False,False
Section,341,./data/test/./089.txt,1,341,False,4,100,2,1,False,False,False,100,True,False,False,False
MSPs,350,./data/test/./089.txt,1,350,False,4,0,100,0,False,False,False,100,False,False,False,False
However,381,./data/test/./089.txt,1,381,False,100,100,3,2,False,False,False,100,True,False,True,False
MSPs,382,./data/test/./089.txt,1,382,False,100,100,4,1,False,False,False,100,True,False,True,False
Code,383,./data/test/./089.txt,1,383,False,100,100,5,0,False,False,False,100,True,False,True,False
Conduct,385,./data/test/./089.txt,1,385,False,100,100,1,1,False,False,False,100,False,False,False,False
Holyroods,413,./data/test/./089.txt,1,413,False,100,100,1,100,False,False,False,100,True,False,True,False
Chamber,414,./data/test/./089.txt,1,414,False,100,100,2,100,False,False,False,100,True,False,True,False
Office,415,./data/test/./089.txt,1,415,False,100,100,3,100,False,False,False,100,True,False,True,False
Ken,417,./data/test/./089.txt,1,417,False,100,2,5,100,False,False,False,100,False,False,True,False
Hughes,418,./data/test/./089.txt,1,418,False,100,1,100,3,False,False,False,100,False,False,False,False
McLetchie,424,./data/test/./089.txt,1,424,False,4,0,2,0,False,False,False,100,False,False,False,False
Commenting,441,./data/test/./089.txt,1,441,False,100,100,2,0,False,False,False,100,True,False,False,False
McLetchies,444,./data/test/./089.txt,1,444,False,100,1,2,1,False,False,False,100,True,False,False,False
Scottish,450,./data/test/./089.txt,1,450,False,3,100,1,100,False,False,False,100,True,False,True,False
Labour,451,./data/test/./089.txt,1,451,False,4,100,2,100,False,False,False,100,True,False,True,False
Party,452,./data/test/./089.txt,1,452,False,5,3,3,3,False,False,False,100,True,False,True,False
McLetchie,459,./data/test/./089.txt,1,459,False,2,3,3,2,False,False,False,100,False,False,False,False
However,468,./data/test/./089.txt,1,468,False,5,100,2,0,False,False,False,100,True,False,False,False
Scottish,490,./data/test/./089.txt,1,490,False,5,100,2,100,False,False,False,100,True,False,True,False
National,491,./data/test/./089.txt,1,491,False,100,100,3,100,False,False,False,100,True,False,True,False
Party,492,./data/test/./089.txt,1,492,False,100,100,4,100,False,False,False,100,True,False,True,False
Holyrood,493,./data/test/./089.txt,1,493,False,100,100,5,100,False,False,False,100,False,False,True,False
Nicola,495,./data/test/./089.txt,1,495,False,100,100,100,100,False,False,False,100,False,False,True,False
Sturgeon,496,./data/test/./089.txt,1,496,False,100,100,100,3,False,False,False,100,False,False,False,False
McLetchie,499,./data/test/./089.txt,1,499,False,100,2,100,0,False,False,False,100,False,False,False,False
Sturgeon,508,./data/test/./089.txt,1,508,False,4,2,3,3,False,False,False,100,False,False,False,False
McLetchie,521,./data/test/./089.txt,1,521,False,5,100,2,0,False,False,False,100,False,False,False,False
Tories,538,./data/test/./089.txt,1,538,False,3,0,1,0,False,False,False,100,False,False,False,False
Peter,552,./data/test/./089.txt,1,552,False,3,100,2,3,False,False,False,100,False,False,True,False
Misselbrook,553,./data/test/./089.txt,1,553,False,4,100,3,2,False,False,False,100,False,False,False,False
Tods,557,./data/test/./089.txt,1,557,False,100,1,1,100,False,False,False,100,False,False,True,False
Murray,558,./data/test/./089.txt,1,558,False,100,0,2,3,False,False,False,100,False,False,True,False
McLetchie,561,./data/test/./089.txt,1,561,False,2,0,5,0,False,False,False,100,False,False,False,False
David,572,./data/test/./089.txt,1,572,True,100,0,4,0,False,False,False,100,True,False,False,False
Defection,0,./data/test/./270.txt,1,0,False,100,0,100,1,False,False,False,100,False,False,False,False
Tory,11,./data/test/./270.txt,1,11,False,100,100,3,3,False,False,False,100,False,False,False,False
Robert,13,./data/test/./270.txt,1,13,False,100,100,5,1,False,False,False,100,False,False,True,False
Jackson,14,./data/test/./270.txt,1,14,False,100,100,100,0,False,False,False,100,False,False,False,False
Labour,18,./data/test/./270.txt,1,18,False,100,1,2,1,False,False,False,100,False,False,False,False
Michael,24,./data/test/./270.txt,1,24,False,2,100,2,3,False,False,False,100,False,False,True,False
Howards,25,./data/test/./270.txt,1,25,False,3,100,3,2,False,False,False,100,False,False,False,False
Westminster,37,./data/test/./270.txt,1,37,False,100,100,1,0,False,False,False,100,True,False,False,False
May,42,./data/test/./270.txt,1,42,False,100,100,1,100,False,False,False,100,True,False,False,False
Howard,46,./data/test/./270.txt,1,46,False,100,0,5,0,False,False,False,100,True,False,False,False
Tories,62,./data/test/./270.txt,1,62,False,100,100,1,100,False,False,False,100,True,False,False,False
