All-Words,end,filename,n-gram,start
if,59,./data/train/./002.txt,1,59
they,60,./data/train/./002.txt,1,60
served,61,./data/train/./002.txt,1,61
no,62,./data/train/./002.txt,1,62
current,63,./data/train/./002.txt,1,63
purpose,64,./data/train/./002.txt,1,64
<n>Mr,65,./data/train/./002.txt,1,65
Thomas</n>,66,./data/train/./002.txt,1,66
said,67,./data/train/./002.txt,1,67
The,68,./data/train/./002.txt,1,68
Tories,69,./data/train/./002.txt,1,69
and,70,./data/train/./002.txt,1,70
the,71,./data/train/./002.txt,1,71
Lib,72,./data/train/./002.txt,1,72
Dems,73,./data/train/./002.txt,1,73
have,74,./data/train/./002.txt,1,74
questioned,75,./data/train/./002.txt,1,75
the,76,./data/train/./002.txt,1,76
timing,77,./data/train/./002.txt,1,77
of,78,./data/train/./002.txt,1,78
the,79,./data/train/./002.txt,1,79
new,80,./data/train/./002.txt,1,80
rules,81,./data/train/./002.txt,1,81
Tory,82,./data/train/./002.txt,1,82
leader,83,./data/train/./002.txt,1,83
<n>Michael,84,./data/train/./002.txt,1,84
Howard</n>,85,./data/train/./002.txt,1,85
has,86,./data/train/./002.txt,1,86
written,87,./data/train/./002.txt,1,87
to,88,./data/train/./002.txt,1,88
<n>Tony,89,./data/train/./002.txt,1,89
Blair</n>,90,./data/train/./002.txt,1,90
demanding,91,./data/train/./002.txt,1,91
an,92,./data/train/./002.txt,1,92
explanation,93,./data/train/./002.txt,1,93
of,94,./data/train/./002.txt,1,94
the,95,./data/train/./002.txt,1,95
new,96,./data/train/./002.txt,1,96
rules,97,./data/train/./002.txt,1,97
on,98,./data/train/./002.txt,1,98
e-mail,99,./data/train/./002.txt,1,99
retention,100,./data/train/./002.txt,1,100
On,101,./data/train/./002.txt,1,101
Monday,102,./data/train/./002.txt,1,102
Lib,103,./data/train/./002.txt,1,103
Dem,104,./data/train/./002.txt,1,104
constitutional,105,./data/train/./002.txt,1,105
affairs,106,./data/train/./002.txt,1,106
committee,107,./data/train/./002.txt,1,107
chairman,108,./data/train/./002.txt,1,108
<n>Alan,109,./data/train/./002.txt,1,109
Beith</n>,110,./data/train/./002.txt,1,110
warned,111,./data/train/./002.txt,1,111
that,112,./data/train/./002.txt,1,112
the,113,./data/train/./002.txt,1,113
deletion,114,./data/train/./002.txt,1,114
of,115,./data/train/./002.txt,1,115
millions,116,./data/train/./002.txt,1,116
of,117,./data/train/./002.txt,1,117
government,118,./data/train/./002.txt,1,118
e-mails,119,./data/train/./002.txt,1,119
could,120,./data/train/./002.txt,1,120
harm,121,./data/train/./002.txt,1,121
the,122,./data/train/./002.txt,1,122
ability,123,./data/train/./002.txt,1,123
of,124,./data/train/./002.txt,1,124
key,125,./data/train/./002.txt,1,125
probes,126,./data/train/./002.txt,1,126
like,127,./data/train/./002.txt,1,127
the,128,./data/train/./002.txt,1,128
Hutton,129,./data/train/./002.txt,1,129
Inquiry,130,./data/train/./002.txt,1,130
The,131,./data/train/./002.txt,1,131
timing,132,./data/train/./002.txt,1,132
of,133,./data/train/./002.txt,1,133
the,134,./data/train/./002.txt,1,134
new,135,./data/train/./002.txt,1,135
rules,136,./data/train/./002.txt,1,136
just,137,./data/train/./002.txt,1,137
before,138,./data/train/./002.txt,1,138
the,139,./data/train/./002.txt,1,139
Freedom,140,./data/train/./002.txt,1,140
of,141,./data/train/./002.txt,1,141
Information,142,./data/train/./002.txt,1,142
Act,143,./data/train/./002.txt,1,143
comes,144,./data/train/./002.txt,1,144
into,145,./data/train/./002.txt,1,145
forces,146,./data/train/./002.txt,1,146
was,147,./data/train/./002.txt,1,147
too,148,./data/train/./002.txt,1,148
unlikely,149,./data/train/./002.txt,1,149
to,150,./data/train/./002.txt,1,150
have,151,./data/train/./002.txt,1,151
been,152,./data/train/./002.txt,1,152
a,153,./data/train/./002.txt,1,153
coincidence,154,./data/train/./002.txt,1,154
<n>Mr,155,./data/train/./002.txt,1,155
Beith</n>,156,./data/train/./002.txt,1,156
said,157,./data/train/./002.txt,1,157
But,158,./data/train/./002.txt,1,158
a,159,./data/train/./002.txt,1,159
Cabinet,160,./data/train/./002.txt,1,160
Office,161,./data/train/./002.txt,1,161
spokeswoman,162,./data/train/./002.txt,1,162
said,163,./data/train/./002.txt,1,163
the,164,./data/train/./002.txt,1,164
move,165,./data/train/./002.txt,1,165
was,166,./data/train/./002.txt,1,166
not,167,./data/train/./002.txt,1,167
about,168,./data/train/./002.txt,1,168
the,169,./data/train/./002.txt,1,169
new,170,./data/train/./002.txt,1,170
laws,171,./data/train/./002.txt,1,171
or,172,./data/train/./002.txt,1,172
the,173,./data/train/./002.txt,1,173
destruction,174,./data/train/./002.txt,1,174
of,175,./data/train/./002.txt,1,175
important,176,./data/train/./002.txt,1,176
records,177,./data/train/./002.txt,1,177
<n>Mr,178,./data/train/./002.txt,1,178
Beith</n>,179,./data/train/./002.txt,1,179
urged,180,./data/train/./002.txt,1,180
the,181,./data/train/./002.txt,1,181
information,182,./data/train/./002.txt,1,182
commissioner,183,./data/train/./002.txt,1,183
to,184,./data/train/./002.txt,1,184
look,185,./data/train/./002.txt,1,185
at,186,./data/train/./002.txt,1,186
how,187,./data/train/./002.txt,1,187
the,188,./data/train/./002.txt,1,188
e-mail,189,./data/train/./002.txt,1,189
regime,190,./data/train/./002.txt,1,190
could,191,./data/train/./002.txt,1,191
support,192,./data/train/./002.txt,1,192
the,193,./data/train/./002.txt,1,193
freedom,194,./data/train/./002.txt,1,194
of,195,./data/train/./002.txt,1,195
information,196,./data/train/./002.txt,1,196
regime,197,./data/train/./002.txt,1,197
<n>Mr,198,./data/train/./002.txt,1,198
Thomas</n>,199,./data/train/./002.txt,1,199
said,200,./data/train/./002.txt,1,200
The,201,./data/train/./002.txt,1,201
new,202,./data/train/./002.txt,1,202
Act,203,./data/train/./002.txt,1,203
of,204,./data/train/./002.txt,1,204
Parliament,205,./data/train/./002.txt,1,205
makes,206,./data/train/./002.txt,1,206
it,207,./data/train/./002.txt,1,207
very,208,./data/train/./002.txt,1,208
clear,209,./data/train/./002.txt,1,209
that,210,./data/train/./002.txt,1,210
to,211,./data/train/./002.txt,1,211
destroy,212,./data/train/./002.txt,1,212
records,213,./data/train/./002.txt,1,213
in,214,./data/train/./002.txt,1,214
order,215,./data/train/./002.txt,1,215
to,216,./data/train/./002.txt,1,216
prevent,217,./data/train/./002.txt,1,217
their,218,./data/train/./002.txt,1,218
disclosure,219,./data/train/./002.txt,1,219
becomes,220,./data/train/./002.txt,1,220
a,221,./data/train/./002.txt,1,221
criminal,222,./data/train/./002.txt,1,222
offence.,223,./data/train/./002.txt,1,223
He,224,./data/train/./002.txt,1,224
said,225,./data/train/./002.txt,1,225
there,226,./data/train/./002.txt,1,226
was,227,./data/train/./002.txt,1,227
already,228,./data/train/./002.txt,1,228
clear,229,./data/train/./002.txt,1,229
guidance,230,./data/train/./002.txt,1,230
on,231,./data/train/./002.txt,1,231
the,232,./data/train/./002.txt,1,232
retention,233,./data/train/./002.txt,1,233
of,234,./data/train/./002.txt,1,234
e-mails,235,./data/train/./002.txt,1,235
contained,236,./data/train/./002.txt,1,236
in,237,./data/train/./002.txt,1,237
a,238,./data/train/./002.txt,1,238
code,239,./data/train/./002.txt,1,239
of,240,./data/train/./002.txt,1,240
practice,241,./data/train/./002.txt,1,241
from,242,./data/train/./002.txt,1,242
the,243,./data/train/./002.txt,1,243
lord,244,./data/train/./002.txt,1,244
chancellor,245,./data/train/./002.txt,1,245
All,246,./data/train/./002.txt,1,246
e-mails,247,./data/train/./002.txt,1,247
are,248,./data/train/./002.txt,1,248
subject,249,./data/train/./002.txt,1,249
to,250,./data/train/./002.txt,1,250
the,251,./data/train/./002.txt,1,251
freedom,252,./data/train/./002.txt,1,252
of,253,./data/train/./002.txt,1,253
information,254,./data/train/./002.txt,1,254
laws,255,./data/train/./002.txt,1,255
but,256,./data/train/./002.txt,1,256
the,257,./data/train/./002.txt,1,257
important,258,./data/train/./002.txt,1,258
thing,259,./data/train/./002.txt,1,259
was,260,./data/train/./002.txt,1,260
the,261,./data/train/./002.txt,1,261
content,262,./data/train/./002.txt,1,262
of,263,./data/train/./002.txt,1,263
the,264,./data/train/./002.txt,1,264
e-mail,265,./data/train/./002.txt,1,265
said,266,./data/train/./002.txt,1,266
<n>Mr,267,./data/train/./002.txt,1,267
Thomas</n>,268,./data/train/./002.txt,1,268
If,269,./data/train/./002.txt,1,269
in,270,./data/train/./002.txt,1,270
doubt,271,./data/train/./002.txt,1,271
retain,272,./data/train/./002.txt,1,272
that,273,./data/train/./002.txt,1,273
has,274,./data/train/./002.txt,1,274
been,275,./data/train/./002.txt,1,275
the,276,./data/train/./002.txt,1,276
long-standing,277,./data/train/./002.txt,1,277
principle,278,./data/train/./002.txt,1,278
of,279,./data/train/./002.txt,1,279
the,280,./data/train/./002.txt,1,280
civil,281,./data/train/./002.txt,1,281
service,282,./data/train/./002.txt,1,282
and,283,./data/train/./002.txt,1,283
public,284,./data/train/./002.txt,1,284
authorities,285,./data/train/./002.txt,1,285
Its,286,./data/train/./002.txt,1,286
only,287,./data/train/./002.txt,1,287
when,288,./data/train/./002.txt,1,288
youve,289,./data/train/./002.txt,1,289
got,290,./data/train/./002.txt,1,290
no,291,./data/train/./002.txt,1,291
further,292,./data/train/./002.txt,1,292
use,293,./data/train/./002.txt,1,293
for,294,./data/train/./002.txt,1,294
the,295,./data/train/./002.txt,1,295
particular,296,./data/train/./002.txt,1,296
record,297,./data/train/./002.txt,1,297
that,298,./data/train/./002.txt,1,298
it,299,./data/train/./002.txt,1,299
may,300,./data/train/./002.txt,1,300
be,301,./data/train/./002.txt,1,301
legitimate,302,./data/train/./002.txt,1,302
to,303,./data/train/./002.txt,1,303
destroy,304,./data/train/./002.txt,1,304
it,305,./data/train/./002.txt,1,305
But,306,./data/train/./002.txt,1,306
any,307,./data/train/./002.txt,1,307
deliberate,308,./data/train/./002.txt,1,308
destruction,309,./data/train/./002.txt,1,309
to,310,./data/train/./002.txt,1,310
avoid,311,./data/train/./002.txt,1,311
the,312,./data/train/./002.txt,1,312
possibility,313,./data/train/./002.txt,1,313
of,314,./data/train/./002.txt,1,314
later,315,./data/train/./002.txt,1,315
disclosure,316,./data/train/./002.txt,1,316
is,317,./data/train/./002.txt,1,317
to,318,./data/train/./002.txt,1,318
be,319,./data/train/./002.txt,1,319
totally,320,./data/train/./002.txt,1,320
condemned.,321,./data/train/./002.txt,1,321
The,322,./data/train/./002.txt,1,322
Freedom,323,./data/train/./002.txt,1,323
of,324,./data/train/./002.txt,1,324
Information,325,./data/train/./002.txt,1,325
Act,326,./data/train/./002.txt,1,326
will,327,./data/train/./002.txt,1,327
cover,328,./data/train/./002.txt,1,328
England,329,./data/train/./002.txt,1,329
Wales,330,./data/train/./002.txt,1,330
and,331,./data/train/./002.txt,1,331
Northern,332,./data/train/./002.txt,1,332
Ireland,333,./data/train/./002.txt,1,333
from,334,./data/train/./002.txt,1,334
next,335,./data/train/./002.txt,1,335
year,336,./data/train/./002.txt,1,336
Similar,337,./data/train/./002.txt,1,337
measures,338,./data/train/./002.txt,1,338
are,339,./data/train/./002.txt,1,339
being,340,./data/train/./002.txt,1,340
brought,341,./data/train/./002.txt,1,341
in,342,./data/train/./002.txt,1,342
at,343,./data/train/./002.txt,1,343
the,344,./data/train/./002.txt,1,344
same,345,./data/train/./002.txt,1,345
time,346,./data/train/./002.txt,1,346
in,347,./data/train/./002.txt,1,347
Scotland,348,./data/train/./002.txt,1,348
It,349,./data/train/./002.txt,1,349
provides,350,./data/train/./002.txt,1,350
the,351,./data/train/./002.txt,1,351
public,352,./data/train/./002.txt,1,352
with,353,./data/train/./002.txt,1,353
a,354,./data/train/./002.txt,1,354
right,355,./data/train/./002.txt,1,355
of,356,./data/train/./002.txt,1,356
access,357,./data/train/./002.txt,1,357
to,358,./data/train/./002.txt,1,358
information,359,./data/train/./002.txt,1,359
held,360,./data/train/./002.txt,1,360
by,361,./data/train/./002.txt,1,361
about,362,./data/train/./002.txt,1,362
"100,000",363,./data/train/./002.txt,1,363
public,364,./data/train/./002.txt,1,364
bodies,365,./data/train/./002.txt,1,365
subject,366,./data/train/./002.txt,1,366
to,367,./data/train/./002.txt,1,367
various,368,./data/train/./002.txt,1,368
exemptions,369,./data/train/./002.txt,1,369
Its,370,./data/train/./002.txt,1,370
implementation,371,./data/train/./002.txt,1,371
will,372,./data/train/./002.txt,1,372
be,373,./data/train/./002.txt,1,373
monitored,374,./data/train/./002.txt,1,374
by,375,./data/train/./002.txt,1,375
the,376,./data/train/./002.txt,1,376
information,377,./data/train/./002.txt,1,377
commissioner,378,./data/train/./002.txt,1,378
<n>Brown</n>,0,./data/train/./005.txt,1,0
ally,1,./data/train/./005.txt,1,1
rejects,2,./data/train/./005.txt,1,2
Budget,3,./data/train/./005.txt,1,3
spree,4,./data/train/./005.txt,1,4
Chancellor,5,./data/train/./005.txt,1,5
<n>Gordon,6,./data/train/./005.txt,1,6
Browns</n>,7,./data/train/./005.txt,1,7
closest,8,./data/train/./005.txt,1,8
ally,9,./data/train/./005.txt,1,9
has,10,./data/train/./005.txt,1,10
denied,11,./data/train/./005.txt,1,11
suggestions,12,./data/train/./005.txt,1,12
there,13,./data/train/./005.txt,1,13
will,14,./data/train/./005.txt,1,14
be,15,./data/train/./005.txt,1,15
a,16,./data/train/./005.txt,1,16
Budget,17,./data/train/./005.txt,1,17
giveaway,18,./data/train/./005.txt,1,18
on,19,./data/train/./005.txt,1,19
16,20,./data/train/./005.txt,1,20
March,21,./data/train/./005.txt,1,21
<n>Ed,22,./data/train/./005.txt,1,22
Balls</n>,23,./data/train/./005.txt,1,23
ex-chief,24,./data/train/./005.txt,1,24
economic,25,./data/train/./005.txt,1,25
adviser,26,./data/train/./005.txt,1,26
to,27,./data/train/./005.txt,1,27
the,28,./data/train/./005.txt,1,28
Treasury,29,./data/train/./005.txt,1,29
said,30,./data/train/./005.txt,1,30
there,31,./data/train/./005.txt,1,31
would,32,./data/train/./005.txt,1,32
be,33,./data/train/./005.txt,1,33
no,34,./data/train/./005.txt,1,34
spending,35,./data/train/./005.txt,1,35
spree,36,./data/train/./005.txt,1,36
before,37,./data/train/./005.txt,1,37
polling,38,./data/train/./005.txt,1,38
day,39,./data/train/./005.txt,1,39
But,40,./data/train/./005.txt,1,40
<n>Mr,41,./data/train/./005.txt,1,41
Balls</n>,42,./data/train/./005.txt,1,42
a,43,./data/train/./005.txt,1,43
prospective,44,./data/train/./005.txt,1,44
Labour,45,./data/train/./005.txt,1,45
MP,46,./data/train/./005.txt,1,46
said,47,./data/train/./005.txt,1,47
he,48,./data/train/./005.txt,1,48
was,49,./data/train/./005.txt,1,49
confident,50,./data/train/./005.txt,1,50
the,51,./data/train/./005.txt,1,51
chancellor,52,./data/train/./005.txt,1,52
would,53,./data/train/./005.txt,1,53
meet,54,./data/train/./005.txt,1,54
his,55,./data/train/./005.txt,1,55
fiscal,56,./data/train/./005.txt,1,56
rules,57,./data/train/./005.txt,1,57
He,58,./data/train/./005.txt,1,58
was,59,./data/train/./005.txt,1,59
speaking,60,./data/train/./005.txt,1,60
as,61,./data/train/./005.txt,1,61
<n>Sir,62,./data/train/./005.txt,1,62
Digby,63,./data/train/./005.txt,1,63
Jones</n>,64,./data/train/./005.txt,1,64
CBI,65,./data/train/./005.txt,1,65
director,66,./data/train/./005.txt,1,66
general,67,./data/train/./005.txt,1,67
warned,68,./data/train/./005.txt,1,68
<n>Mr,69,./data/train/./005.txt,1,69
Brown</n>,70,./data/train/./005.txt,1,70
not,71,./data/train/./005.txt,1,71
to,72,./data/train/./005.txt,1,72
be,73,./data/train/./005.txt,1,73
tempted,74,./data/train/./005.txt,1,74
to,75,./data/train/./005.txt,1,75
use,76,./data/train/./005.txt,1,76
any,77,./data/train/./005.txt,1,77
extra,78,./data/train/./005.txt,1,78
cash,79,./data/train/./005.txt,1,79
on,80,./data/train/./005.txt,1,80
pre-election,81,./data/train/./005.txt,1,81
bribes,82,./data/train/./005.txt,1,82
<n>Mr,83,./data/train/./005.txt,1,83
Balls</n>,84,./data/train/./005.txt,1,84
who,85,./data/train/./005.txt,1,85
stepped,86,./data/train/./005.txt,1,86
down,87,./data/train/./005.txt,1,87
from,88,./data/train/./005.txt,1,88
his,89,./data/train/./005.txt,1,89
Treasury,90,./data/train/./005.txt,1,90
post,91,./data/train/./005.txt,1,91
to,92,./data/train/./005.txt,1,92
stand,93,./data/train/./005.txt,1,93
as,94,./data/train/./005.txt,1,94
a,95,./data/train/./005.txt,1,95
Labour,96,./data/train/./005.txt,1,96
candidate,97,./data/train/./005.txt,1,97
in,98,./data/train/./005.txt,1,98
the,99,./data/train/./005.txt,1,99
election,100,./data/train/./005.txt,1,100
had,101,./data/train/./005.txt,1,101
suggested,102,./data/train/./005.txt,1,102
that,103,./data/train/./005.txt,1,103
<n>Mr,104,./data/train/./005.txt,1,104
Brown</n>,105,./data/train/./005.txt,1,105
would,106,./data/train/./005.txt,1,106
meet,107,./data/train/./005.txt,1,107
his,108,./data/train/./005.txt,1,108
golden,109,./data/train/./005.txt,1,109
economic,110,./data/train/./005.txt,1,110
rule,111,./data/train/./005.txt,1,111
-,112,./data/train/./005.txt,1,112
with,113,./data/train/./005.txt,1,113
a,114,./data/train/./005.txt,1,114
margin,115,./data/train/./005.txt,1,115
to,116,./data/train/./005.txt,1,116
spare,117,./data/train/./005.txt,1,117
He,118,./data/train/./005.txt,1,118
said,119,./data/train/./005.txt,1,119
he,120,./data/train/./005.txt,1,120
hoped,121,./data/train/./005.txt,1,121
more,122,./data/train/./005.txt,1,122
would,123,./data/train/./005.txt,1,123
be,124,./data/train/./005.txt,1,124
done,125,./data/train/./005.txt,1,125
to,126,./data/train/./005.txt,1,126
build,127,./data/train/./005.txt,1,127
on,128,./data/train/./005.txt,1,128
current,129,./data/train/./005.txt,1,129
tax,130,./data/train/./005.txt,1,130
credit,131,./data/train/./005.txt,1,131
rules,132,./data/train/./005.txt,1,132
He,133,./data/train/./005.txt,1,133
also,134,./data/train/./005.txt,1,134
stressed,135,./data/train/./005.txt,1,135
rise,136,./data/train/./005.txt,1,136
in,137,./data/train/./005.txt,1,137
interest,138,./data/train/./005.txt,1,138
rates,139,./data/train/./005.txt,1,139
ahead,140,./data/train/./005.txt,1,140
of,141,./data/train/./005.txt,1,141
an,142,./data/train/./005.txt,1,142
expected,143,./data/train/./005.txt,1,143
May,144,./data/train/./005.txt,1,144
election,145,./data/train/./005.txt,1,145
would,146,./data/train/./005.txt,1,146
not,147,./data/train/./005.txt,1,147
affect,148,./data/train/./005.txt,1,148
the,149,./data/train/./005.txt,1,149
Labour,150,./data/train/./005.txt,1,150
Partys,151,./data/train/./005.txt,1,151
chances,152,./data/train/./005.txt,1,152
of,153,./data/train/./005.txt,1,153
winning,154,./data/train/./005.txt,1,154
Expectations,155,./data/train/./005.txt,1,155
of,156,./data/train/./005.txt,1,156
a,157,./data/train/./005.txt,1,157
rate,158,./data/train/./005.txt,1,158
rise,159,./data/train/./005.txt,1,159
have,160,./data/train/./005.txt,1,160
gathered,161,./data/train/./005.txt,1,161
pace,162,./data/train/./005.txt,1,162
after,163,./data/train/./005.txt,1,163
figures,164,./data/train/./005.txt,1,164
showed,165,./data/train/./005.txt,1,165
house,166,./data/train/./005.txt,1,166
prices,167,./data/train/./005.txt,1,167
are,168,./data/train/./005.txt,1,168
still,169,./data/train/./005.txt,1,169
rising,170,./data/train/./005.txt,1,170
Consumer,171,./data/train/./005.txt,1,171
borrowing,172,./data/train/./005.txt,1,172
rose,173,./data/train/./005.txt,1,173
at,174,./data/train/./005.txt,1,174
a,175,./data/train/./005.txt,1,175
near-record,176,./data/train/./005.txt,1,176
pace,177,./data/train/./005.txt,1,177
in,178,./data/train/./005.txt,1,178
January,179,./data/train/./005.txt,1,179
If,180,./data/train/./005.txt,1,180
the,181,./data/train/./005.txt,1,181
MPC,182,./data/train/./005.txt,1,182
(the,183,./data/train/./005.txt,1,183
Bank,184,./data/train/./005.txt,1,184
of,185,./data/train/./005.txt,1,185
Englands,186,./data/train/./005.txt,1,186
Monetary,187,./data/train/./005.txt,1,187
Policy,188,./data/train/./005.txt,1,188
Committee),189,./data/train/./005.txt,1,189
were,190,./data/train/./005.txt,1,190
to,191,./data/train/./005.txt,1,191
judge,192,./data/train/./005.txt,1,192
that,193,./data/train/./005.txt,1,193
a,194,./data/train/./005.txt,1,194
rate,195,./data/train/./005.txt,1,195
rise,196,./data/train/./005.txt,1,196
was,197,./data/train/./005.txt,1,197
justified,198,./data/train/./005.txt,1,198
before,199,./data/train/./005.txt,1,199
the,200,./data/train/./005.txt,1,200
election,201,./data/train/./005.txt,1,201
because,202,./data/train/./005.txt,1,202
of,203,./data/train/./005.txt,1,203
the,204,./data/train/./005.txt,1,204
strength,205,./data/train/./005.txt,1,205
of,206,./data/train/./005.txt,1,206
the,207,./data/train/./005.txt,1,207
economy,208,./data/train/./005.txt,1,208
-,209,./data/train/./005.txt,1,209
and,210,./data/train/./005.txt,1,210
Im,211,./data/train/./005.txt,1,211
not,212,./data/train/./005.txt,1,212
predicting,213,./data/train/./005.txt,1,213
that,214,./data/train/./005.txt,1,214
they,215,./data/train/./005.txt,1,215
will,216,./data/train/./005.txt,1,216
-,217,./data/train/./005.txt,1,217
I,218,./data/train/./005.txt,1,218
do,219,./data/train/./005.txt,1,219
not,220,./data/train/./005.txt,1,220
believe,221,./data/train/./005.txt,1,221
that,222,./data/train/./005.txt,1,222
this,223,./data/train/./005.txt,1,223
will,224,./data/train/./005.txt,1,224
be,225,./data/train/./005.txt,1,225
a,226,./data/train/./005.txt,1,226
big,227,./data/train/./005.txt,1,227
election,228,./data/train/./005.txt,1,228
issue,229,./data/train/./005.txt,1,229
in,230,./data/train/./005.txt,1,230
Britain,231,./data/train/./005.txt,1,231
for,232,./data/train/./005.txt,1,232
"Labour,",233,./data/train/./005.txt,1,233
he,234,./data/train/./005.txt,1,234
told,235,./data/train/./005.txt,1,235
a,236,./data/train/./005.txt,1,236
Parliamentary,237,./data/train/./005.txt,1,237
lunch,238,./data/train/./005.txt,1,238
This,239,./data/train/./005.txt,1,239
is,240,./data/train/./005.txt,1,240
a,241,./data/train/./005.txt,1,241
big,242,./data/train/./005.txt,1,242
change,243,./data/train/./005.txt,1,243
in,244,./data/train/./005.txt,1,244
our,245,./data/train/./005.txt,1,245
political,246,./data/train/./005.txt,1,246
culture.,247,./data/train/./005.txt,1,247
During,248,./data/train/./005.txt,1,248
an,249,./data/train/./005.txt,1,249
interview,250,./data/train/./005.txt,1,250
with,251,./data/train/./005.txt,1,251
BBC,252,./data/train/./005.txt,1,252
Radio,253,./data/train/./005.txt,1,253
4s,254,./data/train/./005.txt,1,254
Today,255,./data/train/./005.txt,1,255
programme,256,./data/train/./005.txt,1,256
<n>Mr,257,./data/train/./005.txt,1,257
Balls</n>,258,./data/train/./005.txt,1,258
said,259,./data/train/./005.txt,1,259
he,260,./data/train/./005.txt,1,260
was,261,./data/train/./005.txt,1,261
sure,262,./data/train/./005.txt,1,262
<n>Mr,263,./data/train/./005.txt,1,263
Browns</n>,264,./data/train/./005.txt,1,264
Budget,265,./data/train/./005.txt,1,265
would,266,./data/train/./005.txt,1,266
not,267,./data/train/./005.txt,1,267
put,268,./data/train/./005.txt,1,268
at,269,./data/train/./005.txt,1,269
risk,270,./data/train/./005.txt,1,270
the,271,./data/train/./005.txt,1,271
stability,272,./data/train/./005.txt,1,272
of,273,./data/train/./005.txt,1,273
the,274,./data/train/./005.txt,1,274
economy,275,./data/train/./005.txt,1,275
I,276,./data/train/./005.txt,1,276
dont,277,./data/train/./005.txt,1,277
think,278,./data/train/./005.txt,1,278
well,279,./data/train/./005.txt,1,279
see,280,./data/train/./005.txt,1,280
a,281,./data/train/./005.txt,1,281
pre-election,282,./data/train/./005.txt,1,282
spending,283,./data/train/./005.txt,1,283
spree,284,./data/train/./005.txt,1,284
-,285,./data/train/./005.txt,1,285
we,286,./data/train/./005.txt,1,286
certainly,287,./data/train/./005.txt,1,287
did,288,./data/train/./005.txt,1,288
not,289,./data/train/./005.txt,1,289
see,290,./data/train/./005.txt,1,290
that,291,./data/train/./005.txt,1,291
before,292,./data/train/./005.txt,1,292
"2001,",293,./data/train/./005.txt,1,293
he,294,./data/train/./005.txt,1,294
said,295,./data/train/./005.txt,1,295
His,296,./data/train/./005.txt,1,296
assurances,297,./data/train/./005.txt,1,297
came,298,./data/train/./005.txt,1,298
after,299,./data/train/./005.txt,1,299
<n>Sir,300,./data/train/./005.txt,1,300
Digby,301,./data/train/./005.txt,1,301
Jones</n>,302,./data/train/./005.txt,1,302
said,303,./data/train/./005.txt,1,303
stability,304,./data/train/./005.txt,1,304
was,305,./data/train/./005.txt,1,305
all,306,./data/train/./005.txt,1,306
important,307,./data/train/./005.txt,1,307
and,308,./data/train/./005.txt,1,308
any,309,./data/train/./005.txt,1,309
extra,310,./data/train/./005.txt,1,310
cash,311,./data/train/./005.txt,1,311
should,312,./data/train/./005.txt,1,312
be,313,./data/train/./005.txt,1,313
spent,314,./data/train/./005.txt,1,314
on,315,./data/train/./005.txt,1,315
improving,316,./data/train/./005.txt,1,316
workers,317,./data/train/./005.txt,1,317
skills,318,./data/train/./005.txt,1,318
His,319,./data/train/./005.txt,1,319
message,320,./data/train/./005.txt,1,320
