,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
19,Mr Straw,123,./data/test/.\192.txt,2,122,False,100,100,True,False,100,False,False,False,False,False,False,False,False,False,False
20,Sir Menzies,201,./data/test/.\192.txt,2,200,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
21,Mr Begg,362,./data/test/.\192.txt,2,361,False,4,100,True,False,100,False,False,False,False,False,False,False,False,False,False
22,Mr Davis,150,./data/test/.\193.txt,2,149,False,100,2,True,False,100,False,False,False,False,False,False,False,False,False,False
23,Mr Griffin,197,./data/test/.\201.txt,2,196,False,2,0,True,False,100,False,False,False,False,False,False,True,False,False,False
24,Mr Leigh,177,./data/test/.\203.txt,2,176,False,5,100,True,False,100,False,False,False,False,False,False,False,False,False,False
25,Sir John,287,./data/test/.\203.txt,2,286,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
26,Mr Blunkett,374,./data/test/.\227.txt,2,373,False,100,2,True,False,100,False,False,False,False,False,False,False,False,False,False
27,Mr Mousa,114,./data/test/.\229.txt,2,113,False,100,100,True,False,100,True,False,True,False,False,False,False,False,False,False
28,Lord Justice,184,./data/test/.\229.txt,2,183,False,5,100,True,False,100,False,False,True,False,False,False,False,False,False,False
29,Mr Justice,188,./data/test/.\229.txt,2,187,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
30,Mr Mousa,215,./data/test/.\229.txt,2,214,False,2,0,True,False,100,False,False,False,False,False,False,False,False,False,False
31,Mr Prescott,493,./data/test/.\261.txt,2,492,False,100,100,True,False,100,False,True,False,False,False,False,False,False,False,False
32,Lord John,171,./data/test/.\295.txt,2,170,False,1,100,True,False,100,False,False,True,False,False,False,False,False,False,False
33,Dr Liam,29,./data/test/.\296.txt,2,28,False,2,1,True,False,100,False,False,True,False,False,False,False,False,False,False
34,Lord Archer,47,./data/test/.\296.txt,2,46,False,5,0,True,False,100,True,False,False,False,False,False,False,False,False,False
35,Sir Teddy,220,./data/test/.\296.txt,2,219,False,100,100,True,False,1,False,False,True,False,False,False,False,False,False,False
36,Teddy Taylor,221,./data/test/.\296.txt,2,220,False,100,3,False,False,2,False,False,True,False,False,False,False,False,False,False
37,Mr Marrsaid,181,./data/test/.\401.txt,2,180,False,100,0,True,False,100,False,False,True,False,False,False,True,False,False,False
38,Mr Brown,868,./data/test/.\406.txt,2,867,False,100,100,True,False,100,False,False,False,False,False,False,False,False,False,False
39,Sir Stanley,173,./data/test/.\410.txt,2,172,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
40,Mr Blair Liberal,128,./data/test/.\087.txt,3,126,False,1,100,True,False,100,False,False,True,False,False,False,False,True,False,False
41,Executive Maeve Sherlock,525,./data/test/.\087.txt,3,523,False,100,100,False,False,1,False,False,True,False,False,False,True,False,False,False
42,Mr Brown Tory,407,./data/test/.\095.txt,3,405,False,100,100,True,False,100,False,False,False,False,False,False,False,False,False,False
43,Mr Brown Sir,78,./data/test/.\128.txt,3,76,False,100,100,True,False,100,False,False,True,False,False,False,False,False,False,False
44,Mr Straw's China,454,./data/test/.\136.txt,3,452,False,2,0,True,False,100,True,False,False,False,False,False,False,False,False,False
45,Lord Justice Rix,185,./data/test/.\229.txt,3,183,False,5,100,True,False,100,False,False,True,False,False,False,False,False,False,False
46,Mr Justice Forbes,189,./data/test/.\229.txt,3,187,False,100,0,True,False,100,False,False,False,False,False,False,False,False,False,False
47,Lord Woolf -,35,./data/test/.\231.txt,3,33,False,2,100,True,False,100,False,False,False,False,False,False,False,False,False,False
48,Mr Davis Earlier,272,./data/test/.\234.txt,3,270,False,1,100,True,False,100,False,False,True,False,False,False,False,True,False,False
49,Mr Brown -,869,./data/test/.\406.txt,3,867,False,100,100,True,False,100,False,False,False,False,False,False,False,False,False,False
50,Mr Milburn -,920,./data/test/.\406.txt,3,918,False,100,2,True,False,100,False,False,False,False,True,False,False,False,False,False
