,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
114,Matthew Taylor,461,./data/test/.\088.txt,2,460,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
115,Gordon Brown,8,./data/test/.\095.txt,2,7,True,5,0,False,False,100,True,False,False,False,False,False,False,False,False,False
116,Tony Blair,21,./data/test/.\095.txt,2,20,True,5,0,False,False,100,False,False,False,False,False,False,False,False,False,False
117,Jonathan Baume,29,./data/test/.\095.txt,2,28,True,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
118,Alan Milburn,269,./data/test/.\095.txt,2,268,True,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
119,Oliver Letwin,411,./data/test/.\095.txt,2,410,True,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
120,Tony Blair,430,./data/test/.\095.txt,2,429,True,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
121,Nicola Sturgeon,66,./data/test/.\098.txt,2,65,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
122,Margaret Cuthbert,157,./data/test/.\098.txt,2,156,True,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
123,Martin Mubanga,24,./data/test/.\100.txt,2,23,True,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
124,Louise Christian,253,./data/test/.\100.txt,2,252,True,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
125,Menzies Campbell,282,./data/test/.\100.txt,2,281,True,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
126,Mr Mubanga,437,./data/test/.\100.txt,2,436,True,3,3,True,False,100,False,True,False,False,False,False,False,False,False,False
127,Stephen Jakobi,552,./data/test/.\100.txt,2,551,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
128,Hazel Blears,31,./data/test/.\105.txt,2,30,True,2,0,False,False,100,False,False,False,False,False,False,True,False,False,False
129,Massoud Shadjareh,209,./data/test/.\105.txt,2,208,True,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
130,Mark Ballard,43,./data/test/.\114.txt,2,42,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
131,Doug Smith,449,./data/test/.\116.txt,2,448,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
132,Gordon Brown,6,./data/test/.\128.txt,2,5,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
133,Oliver Letwin,65,./data/test/.\128.txt,2,64,True,3,100,False,False,100,False,False,True,False,True,False,False,False,False,False
134,Vincent Cable,144,./data/test/.\128.txt,2,143,True,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
135,Evan Davis,252,./data/test/.\128.txt,2,251,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
136,Peter Mandelson,281,./data/test/.\128.txt,2,280,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
137,Simon Sweetman,588,./data/test/.\128.txt,2,587,True,5,100,False,False,100,False,False,False,False,True,False,False,False,False,False
138,Jack Straw,50,./data/test/.\136.txt,2,49,True,100,1,False,False,1,True,True,True,False,False,False,False,False,False,False
139,Brad Adams,155,./data/test/.\136.txt,2,154,True,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
140,Michael Ancram,370,./data/test/.\136.txt,2,369,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
141,Michael Howard,7,./data/test/.\141.txt,2,6,True,4,0,False,False,100,False,False,False,False,False,False,False,False,False,False
142,David Davis,118,./data/test/.\141.txt,2,117,True,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
143,Oliver Letwin,120,./data/test/.\141.txt,2,119,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
144,Tim Yeo,123,./data/test/.\141.txt,2,122,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
145,Mark Oaten,392,./data/test/.\141.txt,2,391,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
146,Michael Howard,414,./data/test/.\141.txt,2,413,True,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
147,Guy Mansfield,428,./data/test/.\141.txt,2,427,True,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
148,Douglas Hogg,489,./data/test/.\141.txt,2,488,True,4,0,False,False,100,False,False,False,False,False,False,True,False,False,False
149,Margaret Hassan,18,./data/test/.\150.txt,2,17,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
150,Charles Clarke,26,./data/test/.\153.txt,2,25,True,100,1,False,False,1,True,False,True,False,False,False,False,False,False,False
151,David Davis,337,./data/test/.\153.txt,2,336,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
152,Mark Oaten,387,./data/test/.\153.txt,2,386,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
153,Ken Livingstone,9,./data/test/.\154.txt,2,8,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
154,Oliver Finegold,454,./data/test/.\154.txt,2,453,True,3,2,False,False,100,False,False,False,False,False,False,False,False,False,False
155,Jack McConnell,40,./data/test/.\164.txt,2,39,True,100,0,False,False,100,True,False,False,False,True,False,False,False,False,False
156,Eileen Lee,301,./data/test/.\164.txt,2,300,True,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
157,Giles Bradshaw,97,./data/test/.\169.txt,2,96,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
158,Michael Ferguson,29,./data/test/.\174.txt,2,28,True,2,1,False,False,100,True,False,False,False,False,False,False,False,False,False
159,Nicola Sturgeon,44,./data/test/.\174.txt,2,43,True,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
160,Rhona Brankin,101,./data/test/.\174.txt,2,100,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
161,Michael Ferguson,379,./data/test/.\174.txt,2,378,True,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
162,David McLetchie,465,./data/test/.\174.txt,2,464,True,5,0,False,False,100,False,False,False,False,False,False,True,False,False,False
163,Annabella Holmes,575,./data/test/.\174.txt,2,574,True,3,3,False,False,100,False,False,False,False,False,False,False,False,False,False
164,Tony Blair,7,./data/test/.\181.txt,2,6,True,2,0,False,False,100,False,False,True,False,False,False,False,False,False,False
165,Hugh Robertson,312,./data/test/.\181.txt,2,311,True,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
166,Martin Ward,378,./data/test/.\181.txt,2,377,True,5,100,False,False,100,True,False,False,False,True,False,False,False,False,False
167,St Andrews,54,./data/test/.\185.txt,2,53,True,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
168,Taha Idris,70,./data/test/.\185.txt,2,69,True,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
169,Andy Richards,291,./data/test/.\185.txt,2,290,True,100,3,False,False,100,False,False,False,False,True,False,False,False,False,False
170,St Helen's,336,./data/test/.\185.txt,2,335,True,100,100,False,False,100,True,False,True,True,False,False,False,False,False,False
171,Tony Blair,6,./data/test/.\186.txt,2,5,True,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
172,Ken Livingstone,12,./data/test/.\186.txt,2,11,True,4,0,False,False,100,False,False,False,False,True,False,False,False,False,False
173,Michael Howard,160,./data/test/.\186.txt,2,159,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
174,Ken Livingstone,229,./data/test/.\186.txt,2,228,True,2,2,False,False,100,False,False,False,False,False,False,False,False,False,False
175,Oliver Finegold,267,./data/test/.\186.txt,2,266,True,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
176,Tessa Jowell,5,./data/test/.\187.txt,2,4,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
177,John Whittingdale,92,./data/test/.\187.txt,2,91,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
178,Stanley Leisure,154,./data/test/.\187.txt,2,153,True,100,1,False,False,100,False,True,False,False,False,False,False,False,False,False
179,Richard Caborn,185,./data/test/.\187.txt,2,184,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
180,Jonathan Lomax,289,./data/test/.\187.txt,2,288,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
181,Tony Blair,160,./data/test/.\188.txt,2,159,True,3,100,False,False,5,False,False,False,False,True,False,False,False,False,False
182,Tony Blair,6,./data/test/.\189.txt,2,5,True,1,0,False,False,100,True,False,False,False,False,False,False,False,False,False
183,John Kerry's,186,./data/test/.\189.txt,2,185,True,2,3,False,False,100,False,False,True,True,False,False,False,False,False,False
184,Michael Howard,229,./data/test/.\189.txt,2,228,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
185,Charles Kennedy,264,./data/test/.\189.txt,2,263,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
186,Norman Baker,446,./data/test/.\189.txt,2,445,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
187,Moazzam Begg,33,./data/test/.\192.txt,2,32,True,5,100,False,False,100,True,False,True,False,True,False,False,False,False,False
188,Martin Mubanga,38,./data/test/.\192.txt,2,37,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
189,Richard Belmar,40,./data/test/.\192.txt,2,39,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
190,Feroz Abbasi,43,./data/test/.\192.txt,2,42,True,100,2,False,False,100,False,False,False,False,True,False,False,False,False,False
191,Michael Ancram,161,./data/test/.\192.txt,2,160,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
192,Azmat Begg,229,./data/test/.\192.txt,2,228,True,4,100,False,False,100,False,False,False,False,False,True,False,False,False,False
193,Louise Christian,277,./data/test/.\192.txt,2,276,True,3,100,False,False,100,False,True,True,False,False,False,False,False,False,False
194,Moazzam Begg's,341,./data/test/.\192.txt,2,340,True,100,100,False,False,100,False,False,True,True,False,False,False,False,False,False
195,Mamdouh Habib,532,./data/test/.\192.txt,2,531,True,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
196,David Blunkett,6,./data/test/.\193.txt,2,5,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
197,David Davis,25,./data/test/.\193.txt,2,24,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
198,Tony Blair,187,./data/test/.\193.txt,2,186,True,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
199,Mark Oaten,452,./data/test/.\193.txt,2,451,True,100,100,False,False,100,False,False,False,False,False,False,True,False,False,False
200,Ray Mallon,9,./data/test/.\200.txt,2,8,True,3,0,False,False,100,False,False,False,False,False,False,False,False,False,False
201,Neil Herron,48,./data/test/.\200.txt,2,47,True,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
202,Michael Howard.,259,./data/test/.\200.txt,2,258,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
203,John Tomaney,283,./data/test/.\200.txt,2,282,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
204,Graham Robb,361,./data/test/.\200.txt,2,360,True,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
205,Michael Howard,7,./data/test/.\201.txt,2,6,True,3,0,False,False,100,False,False,False,False,False,False,False,False,False,False
206,Nick Griffin,29,./data/test/.\201.txt,2,28,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
207,Edward Leigh,31,./data/test/.\203.txt,2,30,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
208,Martin Mubanga,134,./data/test/.\205.txt,2,133,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
209,Richard Belmar,136,./data/test/.\205.txt,2,135,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
210,Feroz Abbasi,139,./data/test/.\205.txt,2,138,True,100,2,False,False,100,False,False,False,False,True,False,False,False,False,False
211,Louise Christian,266,./data/test/.\205.txt,2,265,True,100,100,False,False,100,False,True,False,False,False,False,False,False,False,False
212,Shami Chakrabarti,341,./data/test/.\205.txt,2,340,True,5,100,False,False,100,True,False,True,False,False,False,False,False,False,False
213,Gordon Brown,121,./data/test/.\210.txt,2,120,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
214,Jeff Evans,252,./data/test/.\210.txt,2,251,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
215,Piers Freelove,323,./data/test/.\210.txt,2,322,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
216,Hugh Lanning,415,./data/test/.\210.txt,2,414,True,100,1,False,False,100,False,True,False,False,False,False,False,False,False,False
217,Charles Kennedy,24,./data/test/.\213.txt,2,23,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
218,Tim Collins,366,./data/test/.\213.txt,2,365,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
219,Joseph Scholes,381,./data/test/.\214.txt,2,380,True,100,100,False,False,100,False,True,False,False,False,False,False,False,False,False
220,Cathy Jamieson,29,./data/test/.\219.txt,2,28,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
221,Charles Clarke,6,./data/test/.\227.txt,2,5,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
222,David Blunkett,52,./data/test/.\227.txt,2,51,True,4,1,False,False,100,True,False,False,False,False,False,False,False,False,False
223,Michael Howard,65,./data/test/.\227.txt,2,64,True,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
224,Bill Cash,256,./data/test/.\227.txt,2,255,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
225,Charles Kennedy,342,./data/test/.\227.txt,2,341,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
226,Baha Mousa's,38,./data/test/.\229.txt,2,37,True,4,100,False,False,100,True,False,False,True,False,False,False,False,False,False
227,Phil Shiner,94,./data/test/.\229.txt,2,93,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
228,Bob Stewart,406,./data/test/.\229.txt,2,405,True,100,0,False,False,2,False,False,True,False,False,False,True,False,False,False
229,Norman Brennan,156,./data/test/.\231.txt,2,155,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
230,Ken Macdonald,322,./data/test/.\231.txt,2,321,True,100,2,False,False,4,False,True,True,False,False,False,False,False,False,False
231,David Blunkett,28,./data/test/.\234.txt,2,27,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
232,David Westwood,191,./data/test/.\234.txt,2,190,True,4,100,False,False,100,False,False,False,False,True,False,False,False,False,False
233,Ian Huntley,199,./data/test/.\234.txt,2,198,True,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
