All-Words,end,filename,n-gram,start,classtype
"""But",307,./markedupfiles/002.txt,1,307,False
The,323,./markedupfiles/002.txt,1,323,False
Freedom,324,./markedupfiles/002.txt,1,324,False
Information,326,./markedupfiles/002.txt,1,326,False
Act,327,./markedupfiles/002.txt,1,327,False
England,330,./markedupfiles/002.txt,1,330,False
Wales,331,./markedupfiles/002.txt,1,331,False
Northern,333,./markedupfiles/002.txt,1,333,False
Ireland,334,./markedupfiles/002.txt,1,334,False
Similar,338,./markedupfiles/002.txt,1,338,False
Scotland.,349,./markedupfiles/002.txt,1,349,False
Its,371,./markedupfiles/002.txt,1,371,False
Labour,0,./markedupfiles/001.txt,1,0,False
Maternity,5,./markedupfiles/001.txt,1,5,False
Trade,23,./markedupfiles/001.txt,1,23,False
Industry,25,./markedupfiles/001.txt,1,25,False
Secretary,26,./markedupfiles/001.txt,1,26,False
Patricia,27,./markedupfiles/001.txt,1,27,False
Hewitt.,28,./markedupfiles/001.txt,1,28,False
Hewitt,43,./markedupfiles/001.txt,1,43,False
GMTV's,45,./markedupfiles/001.txt,1,45,False
Sunday,46,./markedupfiles/001.txt,1,46,False
Other,48,./markedupfiles/001.txt,1,48,False
The,66,./markedupfiles/001.txt,1,66,False
Tories,67,./markedupfiles/001.txt,1,67,False
"""desperate""",74,./markedupfiles/001.txt,1,74,False
Liberal,77,./markedupfiles/001.txt,1,77,False
Democrats,78,./markedupfiles/001.txt,1,78,False
Hewitt,84,./markedupfiles/001.txt,1,84,False
"""We",86,./markedupfiles/001.txt,1,86,False
"""We",112,./markedupfiles/001.txt,1,112,False
"Parliament.""",144,./markedupfiles/001.txt,1,144,False
She,145,./markedupfiles/001.txt,1,145,False
"""We",172,./markedupfiles/001.txt,1,172,False
She,200,./markedupfiles/001.txt,1,200,False
The,239,./markedupfiles/001.txt,1,239,False
Shadow,240,./markedupfiles/001.txt,1,240,False
Secretary,241,./markedupfiles/001.txt,1,241,False
State,243,./markedupfiles/001.txt,1,243,False
Family,246,./markedupfiles/001.txt,1,246,False
Theresa,247,./markedupfiles/001.txt,1,247,False
May,248,./markedupfiles/001.txt,1,248,False
"""These",250,./markedupfiles/001.txt,1,250,False
Gordon,255,./markedupfiles/001.txt,1,255,False
Brown,256,./markedupfiles/001.txt,1,256,False
December,262,./markedupfiles/001.txt,1,262,False
Tony,264,./markedupfiles/001.txt,1,264,False
Blair,265,./markedupfiles/001.txt,1,265,False
She,279,./markedupfiles/001.txt,1,279,False
Conservatives,282,./markedupfiles/001.txt,1,282,False
General,290,./markedupfiles/001.txt,1,290,False
Election.,291,./markedupfiles/001.txt,1,291,False
Liberal,292,./markedupfiles/001.txt,1,292,False
Democrat,293,./markedupfiles/001.txt,1,293,False
Sandra,297,./markedupfiles/001.txt,1,297,False
Gidley,298,./markedupfiles/001.txt,1,298,False
"""While",300,./markedupfiles/001.txt,1,300,False
Liberal,309,./markedupfiles/001.txt,1,309,False
Democrats,310,./markedupfiles/001.txt,1,310,False
She,317,./markedupfiles/001.txt,1,317,False
Hewitt,342,./markedupfiles/001.txt,1,342,False
But,355,./markedupfiles/001.txt,1,355,False
David,356,./markedupfiles/001.txt,1,356,False
Frost,357,./markedupfiles/001.txt,1,357,False
British,362,./markedupfiles/001.txt,1,362,False
Chambers,363,./markedupfiles/001.txt,1,363,False
Commerce,365,./markedupfiles/001.txt,1,365,False
"""crippled""",373,./markedupfiles/001.txt,1,373,False
"""While",377,./markedupfiles/001.txt,1,377,False
Further,409,./markedupfiles/001.txt,1,409,False
Monday.,419,./markedupfiles/001.txt,1,419,False
New,420,./markedupfiles/001.txt,1,420,False
Brown,0,./markedupfiles/005.txt,1,0,True
Budget,3,./markedupfiles/005.txt,1,3,False
Chancellor,5,./markedupfiles/005.txt,1,5,False
Gordon,6,./markedupfiles/005.txt,1,6,False
Brown's,7,./markedupfiles/005.txt,1,7,False
Budget,17,./markedupfiles/005.txt,1,17,False
March.,21,./markedupfiles/005.txt,1,21,False
Balls,23,./markedupfiles/005.txt,1,23,False
Treasury,29,./markedupfiles/005.txt,1,29,False
But,40,./markedupfiles/005.txt,1,40,False
Balls,42,./markedupfiles/005.txt,1,42,False
Labour,45,./markedupfiles/005.txt,1,45,False
Sir,62,./markedupfiles/005.txt,1,62,False
Digby,63,./markedupfiles/005.txt,1,63,False
Jones,64,./markedupfiles/005.txt,1,64,False
CBI,65,./markedupfiles/005.txt,1,65,False
Brown,70,./markedupfiles/005.txt,1,70,False
Balls,84,./markedupfiles/005.txt,1,84,False
Treasury,90,./markedupfiles/005.txt,1,90,False
Labour,96,./markedupfiles/005.txt,1,96,False
Brown,105,./markedupfiles/005.txt,1,105,False
"""with",113,./markedupfiles/005.txt,1,113,False
May,144,./markedupfiles/005.txt,1,144,False
Labour,150,./markedupfiles/005.txt,1,150,False
Party's,151,./markedupfiles/005.txt,1,151,False
Expectations,155,./markedupfiles/005.txt,1,155,False
Consumer,171,./markedupfiles/005.txt,1,171,False
January.,179,./markedupfiles/005.txt,1,179,False
"""If",180,./markedupfiles/005.txt,1,180,False
MPC,182,./markedupfiles/005.txt,1,182,False
Bank,184,./markedupfiles/005.txt,1,184,False
England's,186,./markedupfiles/005.txt,1,186,False
Monetary,187,./markedupfiles/005.txt,1,187,False
Policy,188,./markedupfiles/005.txt,1,188,False
I'm,211,./markedupfiles/005.txt,1,211,False
Britain,231,./markedupfiles/005.txt,1,231,False
Parliamentary,237,./markedupfiles/005.txt,1,237,False
"""This",239,./markedupfiles/005.txt,1,239,False
During,248,./markedupfiles/005.txt,1,248,False
BBC,252,./markedupfiles/005.txt,1,252,False
Radio,253,./markedupfiles/005.txt,1,253,False
Today,255,./markedupfiles/005.txt,1,255,False
Balls,258,./markedupfiles/005.txt,1,258,False
Brown's,264,./markedupfiles/005.txt,1,264,False
Budget,265,./markedupfiles/005.txt,1,265,False
His,296,./markedupfiles/005.txt,1,296,False
Sir,300,./markedupfiles/005.txt,1,300,False
Digby,301,./markedupfiles/005.txt,1,301,False
Jones,302,./markedupfiles/005.txt,1,302,False
His,319,./markedupfiles/005.txt,1,319,False
"""Please",325,./markedupfiles/005.txt,1,325,False
Sir,335,./markedupfiles/005.txt,1,335,False
Digby,336,./markedupfiles/005.txt,1,336,False
Stability,357,./markedupfiles/005.txt,1,357,False
British,363,./markedupfiles/005.txt,1,363,False
"""We",371,./markedupfiles/005.txt,1,371,False
'don't,376,./markedupfiles/005.txt,1,376,False
But,385,./markedupfiles/005.txt,1,385,False
Britain,399,./markedupfiles/005.txt,1,399,False
"""That",406,./markedupfiles/005.txt,1,406,False
Balls,417,./markedupfiles/005.txt,1,417,False
Brown,423,./markedupfiles/005.txt,1,423,False
Foreign,440,./markedupfiles/005.txt,1,440,False
Secretary.,441,./markedupfiles/005.txt,1,441,False
Gordon,445,./markedupfiles/005.txt,1,445,False
Brown,446,./markedupfiles/005.txt,1,446,False
Labour,454,./markedupfiles/005.txt,1,454,False
Conservative,472,./markedupfiles/005.txt,1,472,False
Party,473,./markedupfiles/005.txt,1,473,False
Britain,477,./markedupfiles/005.txt,1,477,False
Balls,480,./markedupfiles/005.txt,1,480,False
Today.,482,./markedupfiles/005.txt,1,482,False
Prime,483,./markedupfiles/005.txt,1,483,False
Minister,484,./markedupfiles/005.txt,1,484,False
Tony,485,./markedupfiles/005.txt,1,485,False
Blair,486,./markedupfiles/005.txt,1,486,False
May.,503,./markedupfiles/005.txt,1,503,False
Labour,0,./markedupfiles/004.txt,1,0,False
Manchester,2,./markedupfiles/004.txt,1,2,False
The,3,./markedupfiles/004.txt,1,3,False
Labour,4,./markedupfiles/004.txt,1,4,False
Party,5,./markedupfiles/004.txt,1,5,False
Manchester,13,./markedupfiles/004.txt,1,13,False
Blackpool,16,./markedupfiles/004.txt,1,16,False
The,21,./markedupfiles/004.txt,1,21,False
Labour's,28,./markedupfiles/004.txt,1,28,False
National,30,./markedupfiles/004.txt,1,30,False
Executive,31,./markedupfiles/004.txt,1,31,False
Committee,32,./markedupfiles/004.txt,1,32,False
Manchester,57,./markedupfiles/004.txt,1,57,False
Blackpool,63,./markedupfiles/004.txt,1,63,False
February,69,./markedupfiles/004.txt,1,69,False
For,82,./markedupfiles/004.txt,1,82,False
Blackpool,91,./markedupfiles/004.txt,1,91,False
Bournemouth,92,./markedupfiles/004.txt,1,92,False
Brighton.,94,./markedupfiles/004.txt,1,94,False
And,95,./markedupfiles/004.txt,1,95,False
Blackpool,108,./markedupfiles/004.txt,1,108,False
Blackpool,129,./markedupfiles/004.txt,1,129,False
The,135,./markedupfiles/004.txt,1,135,False
Bournemouth,138,./markedupfiles/004.txt,1,138,False
Brighton,151,./markedupfiles/004.txt,1,151,False
Colin,157,./markedupfiles/004.txt,1,157,False
Asplin,158,./markedupfiles/004.txt,1,158,False
Blackpool,159,./markedupfiles/004.txt,1,159,False
Hotel,160,./markedupfiles/004.txt,1,160,False
Association,161,./markedupfiles/004.txt,1,161,False
"""We",163,./markedupfiles/004.txt,1,163,False
Blackpool.,175,./markedupfiles/004.txt,1,175,False
"""Obviously",176,./markedupfiles/004.txt,1,176,False
Manchester,185,./markedupfiles/004.txt,1,185,False
"""It",190,./markedupfiles/004.txt,1,190,False
Labour,195,./markedupfiles/004.txt,1,195,False
Party,196,./markedupfiles/004.txt,1,196,False
The,216,./markedupfiles/004.txt,1,216,False
Blackpool,220,./markedupfiles/004.txt,1,220,False
Manchester,246,./markedupfiles/004.txt,1,246,False
Industry Secretary,24,./markedupfiles/003.txt,2,23,False
Patricia Hewitt,28,./markedupfiles/003.txt,2,27,True
Ms Hewitt,52,./markedupfiles/003.txt,2,51,True
Equal Opportunities,65,./markedupfiles/003.txt,2,64,False
Opportunities Commission,66,./markedupfiles/003.txt,2,65,False
Ms Hewitt,83,./markedupfiles/003.txt,2,82,True
Ms Hewitt,147,./markedupfiles/003.txt,2,146,True
Equal Opportunities,213,./markedupfiles/003.txt,2,212,False
Opportunities Commission,214,./markedupfiles/003.txt,2,213,False
BBC Radio,274,./markedupfiles/003.txt,2,273,False
The Department,422,./markedupfiles/003.txt,2,421,False
TUC. It,442,./markedupfiles/003.txt,2,441,False
Cabinet Office,16,./markedupfiles/002.txt,2,15,False
Richard Thomas,29,./markedupfiles/002.txt,2,28,True
"Thomas ""totally",30,./markedupfiles/002.txt,2,29,False
January. Government,51,./markedupfiles/002.txt,2,50,False
Mr Thomas,66,./markedupfiles/002.txt,2,65,True
The Tories,69,./markedupfiles/002.txt,2,68,False
Lib Dems,73,./markedupfiles/002.txt,2,72,False
Michael Howard,85,./markedupfiles/002.txt,2,84,True
Tony Blair,90,./markedupfiles/002.txt,2,89,True
On Monday,102,./markedupfiles/002.txt,2,101,False
Monday Lib,103,./markedupfiles/002.txt,2,102,False
Lib Dem,104,./markedupfiles/002.txt,2,103,False
Alan Beith,110,./markedupfiles/002.txt,2,109,True
Hutton Inquiry.,130,./markedupfiles/002.txt,2,129,False
Inquiry. The,131,./markedupfiles/002.txt,2,130,False
Information Act,143,./markedupfiles/002.txt,2,142,False
Mr Beith,156,./markedupfiles/002.txt,2,155,True
Cabinet Office,161,./markedupfiles/002.txt,2,160,False
Mr Beith,179,./markedupfiles/002.txt,2,178,True
Mr Thomas,199,./markedupfiles/002.txt,2,198,True
Mr Thomas,268,./markedupfiles/002.txt,2,267,True
Thomas .,269,./markedupfiles/002.txt,2,268,False
". ""If",270,./markedupfiles/002.txt,2,269,False
The Freedom,324,./markedupfiles/002.txt,2,323,False
Information Act,327,./markedupfiles/002.txt,2,326,False
England Wales,331,./markedupfiles/002.txt,2,330,False
Northern Ireland,334,./markedupfiles/002.txt,2,333,False
Scotland. It,350,./markedupfiles/002.txt,2,349,False
Industry Secretary,26,./markedupfiles/001.txt,2,25,False
Secretary Patricia,27,./markedupfiles/001.txt,2,26,False
Patricia Hewitt.,28,./markedupfiles/001.txt,2,27,False
Hewitt. It,29,./markedupfiles/001.txt,2,28,False
Ms Hewitt,43,./markedupfiles/001.txt,2,42,True
GMTV's Sunday,46,./markedupfiles/001.txt,2,45,False
The Tories,67,./markedupfiles/001.txt,2,66,False
Liberal Democrats,78,./markedupfiles/001.txt,2,77,False
Ms Hewitt,84,./markedupfiles/001.txt,2,83,True
"Parliament."" She",145,./markedupfiles/001.txt,2,144,False
The Shadow,240,./markedupfiles/001.txt,2,239,False
Shadow Secretary,241,./markedupfiles/001.txt,2,240,False
Family Theresa,247,./markedupfiles/001.txt,2,246,False
Theresa May,248,./markedupfiles/001.txt,2,247,True
Gordon Brown,256,./markedupfiles/001.txt,2,255,True
Tony Blair,265,./markedupfiles/001.txt,2,264,True
General Election.,291,./markedupfiles/001.txt,2,290,False
Election. Liberal,292,./markedupfiles/001.txt,2,291,False
Liberal Democrat,293,./markedupfiles/001.txt,2,292,False
Sandra Gidley,298,./markedupfiles/001.txt,2,297,True
Liberal Democrats,310,./markedupfiles/001.txt,2,309,False
Ms Hewitt,342,./markedupfiles/001.txt,2,341,True
But David,356,./markedupfiles/001.txt,2,355,False
David Frost,357,./markedupfiles/001.txt,2,356,True
British Chambers,363,./markedupfiles/001.txt,2,362,False
Monday. New,420,./markedupfiles/001.txt,2,419,False
Chancellor Gordon,6,./markedupfiles/005.txt,2,5,False
Gordon Brown's,7,./markedupfiles/005.txt,2,6,True
March. Ed,22,./markedupfiles/005.txt,2,21,False
Ed Balls,23,./markedupfiles/005.txt,2,22,True
But Mr,41,./markedupfiles/005.txt,2,40,False
Mr Balls,42,./markedupfiles/005.txt,2,41,True
Labour MP,46,./markedupfiles/005.txt,2,45,False
Sir Digby,63,./markedupfiles/005.txt,2,62,False
Digby Jones,64,./markedupfiles/005.txt,2,63,False
Jones CBI,65,./markedupfiles/005.txt,2,64,False
Mr Brown,70,./markedupfiles/005.txt,2,69,True
Mr Balls,84,./markedupfiles/005.txt,2,83,True
Mr Brown,105,./markedupfiles/005.txt,2,104,True
"- ""with",113,./markedupfiles/005.txt,2,112,False
Labour Party's,151,./markedupfiles/005.txt,2,150,False
"January. ""If",180,./markedupfiles/005.txt,2,179,False
England's Monetary,187,./markedupfiles/005.txt,2,186,False
Monetary Policy,188,./markedupfiles/005.txt,2,187,False
- I,218,./markedupfiles/005.txt,2,217,False
BBC Radio,253,./markedupfiles/005.txt,2,252,False
Mr Balls,258,./markedupfiles/005.txt,2,257,True
Mr Brown's,264,./markedupfiles/005.txt,2,263,True
Brown's Budget,265,./markedupfiles/005.txt,2,264,False
Sir Digby,301,./markedupfiles/005.txt,2,300,False
Digby Jones,302,./markedupfiles/005.txt,2,301,False
Sir Digby,336,./markedupfiles/005.txt,2,335,True
- British,363,./markedupfiles/005.txt,2,362,False
Mr Balls,417,./markedupfiles/005.txt,2,416,True
Mr Brown,423,./markedupfiles/005.txt,2,422,True
Foreign Secretary.,441,./markedupfiles/005.txt,2,440,False
"Secretary. ""I",442,./markedupfiles/005.txt,2,441,False
Gordon Brown,446,./markedupfiles/005.txt,2,445,True
Conservative Party,473,./markedupfiles/005.txt,2,472,False
Mr Balls,480,./markedupfiles/005.txt,2,479,True
Today. Prime,483,./markedupfiles/005.txt,2,482,False
Prime Minister,484,./markedupfiles/005.txt,2,483,False
Minister Tony,485,./markedupfiles/005.txt,2,484,False
Tony Blair,486,./markedupfiles/005.txt,2,485,True
May. Labour,504,./markedupfiles/005.txt,2,503,False
Manchester The,3,./markedupfiles/004.txt,2,2,False
The Labour,4,./markedupfiles/004.txt,2,3,False
Labour Party,5,./markedupfiles/004.txt,2,4,False
National Executive,31,./markedupfiles/004.txt,2,30,False
Executive Committee,32,./markedupfiles/004.txt,2,31,False
Blackpool Bournemouth,92,./markedupfiles/004.txt,2,91,False
Brighton. And,95,./markedupfiles/004.txt,2,94,False
Colin Asplin,158,./markedupfiles/004.txt,2,157,True
Asplin Blackpool,159,./markedupfiles/004.txt,2,158,False
Blackpool Hotel,160,./markedupfiles/004.txt,2,159,False
Hotel Association,161,./markedupfiles/004.txt,2,160,False
"Blackpool. ""Obviously",176,./markedupfiles/004.txt,2,175,False
Labour Party,196,./markedupfiles/004.txt,2,195,False
Equal Opportunities Commission,66,./markedupfiles/003.txt,3,64,False
Equal Opportunities Commission,214,./markedupfiles/003.txt,3,212,False
"Richard Thomas ""totally",30,./markedupfiles/002.txt,3,28,False
On Monday Lib,103,./markedupfiles/002.txt,3,101,False
Monday Lib Dem,104,./markedupfiles/002.txt,3,102,False
Hutton Inquiry. The,131,./markedupfiles/002.txt,3,129,False
Mr Thomas .,269,./markedupfiles/002.txt,3,267,False
"Thomas . ""If",270,./markedupfiles/002.txt,3,268,False
Industry Secretary Patricia,27,./markedupfiles/001.txt,3,25,False
Secretary Patricia Hewitt.,28,./markedupfiles/001.txt,3,26,False
Patricia Hewitt. It,29,./markedupfiles/001.txt,3,27,False
The Shadow Secretary,241,./markedupfiles/001.txt,3,239,False
Family Theresa May,248,./markedupfiles/001.txt,3,246,False
General Election. Liberal,292,./markedupfiles/001.txt,3,290,False
Election. Liberal Democrat,293,./markedupfiles/001.txt,3,291,False
But David Frost,357,./markedupfiles/001.txt,3,355,False
Chancellor Gordon Brown's,7,./markedupfiles/005.txt,3,5,False
March. Ed Balls,23,./markedupfiles/005.txt,3,21,False
But Mr Balls,42,./markedupfiles/005.txt,3,40,False
Sir Digby Jones,64,./markedupfiles/005.txt,3,62,True
Digby Jones CBI,65,./markedupfiles/005.txt,3,63,False
England's Monetary Policy,188,./markedupfiles/005.txt,3,186,False
Mr Brown's Budget,265,./markedupfiles/005.txt,3,263,False
Sir Digby Jones,302,./markedupfiles/005.txt,3,300,True
"Foreign Secretary. ""I",442,./markedupfiles/005.txt,3,440,False
Today. Prime Minister,484,./markedupfiles/005.txt,3,482,False
Prime Minister Tony,485,./markedupfiles/005.txt,3,483,False
Minister Tony Blair,486,./markedupfiles/005.txt,3,484,False
Manchester The Labour,4,./markedupfiles/004.txt,3,2,False
The Labour Party,5,./markedupfiles/004.txt,3,3,False
National Executive Committee,32,./markedupfiles/004.txt,3,30,False
Colin Asplin Blackpool,159,./markedupfiles/004.txt,3,157,False
Asplin Blackpool Hotel,160,./markedupfiles/004.txt,3,158,False
Blackpool Hotel Association,161,./markedupfiles/004.txt,3,159,False
